date, pm25, pm10, o3, no2, so2, co
2021/11/12, 14, 13, 8, 5, 4, 3
2021/11/13, 17, 11, 8, 3, 4, 3
2021/11/14, 9, 16, 7, 4, 8, 3
2021/11/15, 34, 19, 8, 4, 7, 4
2021/11/16, 37, 32, 15, 3, 8, 3
2021/11/17, 64, 40, 15, 6, 9, 5
2021/11/18, 86, 35, 13, 5, 8, 4
2021/11/19, 79, 15, 11, 4, 8, 3
2021/11/20, 37, 15, 8, 4, 8, 4
2021/11/21, 30, 18, 12, 5, 7, 4
2021/11/22, 23, 24, 10, 6, 11, 5
2021/11/23, 45, 27, 13, 4, 8, 4
2021/11/24, 53, 55, 20, 8, 8, 6
2021/11/25, 112, 64, 19, 9, 5, 4
2021/11/26, 130, 62, 17, 8, 8, 4
2021/11/27, 134, 75, 26, 4, 10, 5
2021/11/28, 161, 72, 25, 8, 9, 6
2021/11/29, 157, 71, 30, 8, 10, 6
2021/11/30, 151, 73, 35, 7, 11, 6
2021/12/1, 156, 73, 31, 11, 10, 7
2021/12/2, 154, 63, 22, 10, 9, 5
2021/12/3, 134, 57, 22, 7, 8, 5
2021/12/4, 124, 52, 23, 8, 10, 4
2021/12/5, 100, 39, 18, 5, 16, 4
2021/12/6, 64, 36, 22, 6, 12, 5
2021/12/7, 66, 50, 35, 5, 11, 4
2021/12/8, 89, 41, 24, 6, 9, 5
2021/12/9, 73, 36, 28, 6, 9, 4
2021/12/10, 66, 42, 31, 5, 9, 5
2021/12/11, 80, 40, 29, 5, 9, 5
2021/12/12, 82, 68, 35, 6, 10, 4
2021/12/13, 145, 73, 28, 6, 8, 6
2021/12/14, 159, 78, 30, 9, 10, 5
2021/12/15, 161, 81, 26, 11, 11, 4
2021/12/16, 161, 85, 30, 12, 13, 5
2021/12/17, 163, 82, 28, 11, 13, 6
2021/12/18, 155, 80, 31, 7, 11, 6
2021/12/19, 161, 98, 31, 10, 18, 6
2021/12/20, 172, 83, 31, 10, 10, 6
2021/12/21, 163, 100, 29, 11, 19, 6
2021/12/22, 182, 104, 31, 12, 10, 8
2021/12/23, 189, 99, 29, 9, 8, 8
2021/12/24, 190, 82, 28, 7, 9, 7
2021/12/25, 170, 73, 28, 5, 7, 5
2021/12/26, 153, 81, 25, 9, 8, 5
2021/12/27, 165, 71, 24, 9, 8, 5
2021/12/28, 150, 61, 22, 7, 7, 6
2021/12/29, 129, 62, 25, 7, 8, 5
2021/12/30, 140, 60, 24, 8, 6, 4
2021/12/31, 129, 54, 27, 7, 9, 4
2022/1/1, 124, 65, 29, 7, 10, 5
2022/1/2, 152, 67, 25, 7, 10, 5
2021/7/1, 45, 17, 11, 4, 9, 3
2021/7/2, 36, 25, 17, 4, 6, 2
2021/7/3, 36, 27, 17, 4, 7, 3
2021/7/4, 45, 36, 22, 4, 9, 3
2021/7/5, 61, 28, 21, 4, 10, 3
2021/7/6, 55, 35, 19, 4, 8, 4
2021/7/7, 67, 17, 19, 4, 8, 3
2021/7/8, 37, 21, 15, 4, 8, 4
2021/7/9, 44, 19, 13, 4, 7, 3
2021/7/10, 40, 17, 8, 3, 7, 3
2021/7/11, 35, 19, 7, 5, 8, 4
2021/7/12, 36, 18, 9, 3, 8, 2
2021/7/13, 31, 10, 9, 2, 8, 3
2021/7/14, 14, 8, 10, 2, 7, 3
2021/7/15, 14, 11, 11, 2, 8, 3
2021/7/16, 18, 10, 14, 3, 10, 3
2021/7/17, 20, 17, 13, 4, 8, 3
2021/7/18, 27, 9, 12, 2, 8, 3
2021/7/19, 7, 16, 11, 2, 8, 2
2021/7/20, 21, 12, 8, 2, 8, 2
2021/7/21, 18, 12, 11, 2, 7, 3
2021/7/22, 26, 18, 14, 3, 8, 2
2021/7/23, 21, 22, 12, 2, 8, 3
2021/7/24, 31, 22, 10, 2, 8, 3
2021/7/25, 32, 23, 10, 3, 8, 3
2021/7/26, 31, 27, 10, 3, 9, 2
2021/7/27, 35, 20, 10, 3, 8, 2
2021/7/28, 23, 23, 11, 3, 8, 3
2021/7/29, 34, 23, 11, 2, 8, 3
2021/7/30, 33, 21, 9, 2, 9, 2
2021/7/31, 32, 19, 11, 2, 8, 2
2021/8/1, 22, 23, 11, 2, 9, 3
2021/8/2, 30, 25, 12, 3, 8, 2
2021/8/3, 29, 19, 11, 3, 8, 3
2021/8/4, 21, 24, 11, 2, 9, 2
2021/8/5, 24, 33, 14, 3, 8, 3
2021/8/6, 40, 45, 16, 5, 5, 4
2021/8/7, 62, 29, 18, 4, 8, 5
2021/8/8, 52, 34, 18, 4, 7, 4
2021/8/9, 60, 37, 20, 4, 9, 4
2021/8/10, 61, 29, 18, 3, 8, 4
2021/8/11, 39, 24, 14, 4, 9, 4
2021/8/12, 41, 21, 14, 3, 9, 3
2021/8/13, 39, 20, 15, 3, 7, 3
2021/8/14, 40, 22, 17, 4, 7, 4
2021/8/15, 35, 12, 10, 4, 11, 4
2021/8/16, 26, 14, 12, 3, 9, 3
2021/8/17, 29, 20, 12, 3, 8, 3
2021/8/18, 45, 22, 13, 3, 8, 3
2021/8/19, 37, 35, 12, 4, 7, 4
2021/8/20, 53, 24, 11, 3, 7, 4
2021/8/21, 46, 30, 17, 3, 7, 3
2021/8/22, 58, 36, 18, 3, 10, 4
2021/8/23, 73, 45, 19, 3, 12, 4
2021/8/24, 93, 36, 22, 3, 9, 4
2021/8/25, 70, 12, 16, 3, 8, 3
2021/8/26, 20, 14, 15, 3, 7, 3
2021/8/27, 22, 16, 9, 6, 9, 3
2021/8/28, 20, 18, 14, 3, 7, 3
2021/8/29, 37, 20, 14, 2, 7, 4
2021/8/30, 46, 31, 10, 4, 8, 4
2021/8/31, 57, 29, 11, 5, 8, 4
2021/9/1, 56, 40, 14, 5, 9, 4
2021/9/2, 63, 18, 16, 3, 9, 3
2021/9/3, 34, 15, 13, 3, 7, 3
2021/9/4, 26, 12, 17, 3, 9, 3
2021/9/5, 18, 9, 11, 3, 9, 4
2021/9/6, 16, 13, 11, 3, 10, 3
2021/9/7, 21, 21, 12, 4, 7, 4
2021/9/8, 32, 19, 13, 3, 7, 3
2021/9/9, 18, 29, 12, 3, 8, 4
2021/9/10, 34, 26, 9, 3, 7, 3
2021/9/11, 39, 21, 11, 3, 7, 3
2021/9/12, 29, 15, 10, 3, 8, 3
2021/9/13, 19, 26, 13, 3, 9, 3
2021/9/14, 33, 42, 12, 3, 8, 4
2021/9/15, 47, 52, 16, 5, 10, 4
2021/9/16, 60, 59, 18, 4, 9, 4
2021/9/17, 69, 46, 22, 3, 9, 4
2021/9/18, 65, 30, 18, 3, 8, 3
2021/9/19, 53, 23, 18, 3, 8, 2
2021/9/20, 45, 13, 17, 4, 9, 2
2021/9/21, 22, 12, 17, 4, 8, 4
2021/9/22, 20, 15, 17, 3, 15, 2
2021/9/23, 27, , , , , 
2021/9/27, 28, 22, 13, 4, 10, 3
2021/9/28, 38, 27, 16, 5, 8, 3
2021/9/29, 39, 24, 14, 6, 9, 5
2021/9/30, 46, 27, 15, 4, 9, 3
2021/4/1, 113, 84, 37, 5, 11, 4
2021/4/2, 119, 70, 25, 3, 10, 2
2021/4/3, 109, 59, 20, 2, 9, 1
2021/4/4, 78, 57, 17, 1, 10, 3
2021/4/5, 77, 59, 16, 3, 11, 4
2021/4/6, 76, 60, 17, 3, 10, 4
2021/4/7, 82, 62, 23, 3, 10, 4
2021/4/8, 80, 53, 16, 2, 13, 4
2021/4/9, 70, 34, 16, 2, 9, 4
2021/4/10, 45, 32, 12, 3, 9, 3
2021/4/11, 54, 41, 11, 3, 10, 3
2021/4/12, 57, 33, 7, 3, 9, 3
2021/4/13, 43, 34, 18, 3, 9, 3
2021/4/14, 42, 16, 18, 3, 9, 3
2021/4/15, 15, 22, 23, 4, 11, 3
2021/4/16, 26, 28, 20, 3, 10, 3
2021/4/17, 51, 42, 15, 3, 10, 3
2021/4/18, 74, 47, 23, 3, 11, 3
2021/4/19, 78, 51, 20, 2, 10, 3
2021/4/20, 83, 43, 15, 2, 10, 3
2021/4/21, 64, 44, 15, 3, 11, 3
2021/4/22, 68, 48, 21, 4, 11, 3
2021/4/23, 76, 47, 24, 7, 12, 4
2021/4/24, 86, 51, 22, 5, 10, 3
2021/4/25, 81, 52, 20, 4, 11, 3
2021/4/26, 81, 57, 24, 4, 11, 3
2021/4/27, 85, 61, 24, 4, 11, 4
2021/4/28, 100, 53, 24, 3, 10, 3
2021/4/29, 84, 49, 19, 4, 10, 3
2021/4/30, 81, 38, 12, 3, 10, 3
2021/5/1, 60, 24, 11, 3, 10, 3
2021/5/2, 41, 22, 10, 3, 11, 3
2021/5/3, 31, 20, 10, 3, 11, 2
2021/5/4, 24, 17, 11, 3, 9, 2
2021/5/5, 16, 15, 6, 3, 9, 3
2021/5/6, 23, 12, 7, 3, 11, 3
2021/5/7, 25, 11, 8, 2, 9, 2
2021/5/8, 19, 14, 7, 2, 9, 3
2021/5/9, 24, 13, 11, 2, 7, 3
2021/5/10, 18, 19, 11, 3, 9, 3
2021/5/11, 28, 16, 24, 4, 9, 3
2021/5/12, 35, 29, 19, 5, 10, 4
2021/5/13, 58, 19, 12, 3, 5, 1
2021/5/14, 38, 13, 7, 2, 7, 3
2021/5/15, 14, 14, 8, 2, 5, 2
2021/5/16, 16, 23, 11, 3, 4, 3
2021/5/17, 45, 26, 9, 3, 8, 2
2021/5/18, 45, 31, 14, 4, 13, 2
2021/5/19, 53, 23, 14, 4, 7, 3
2021/5/20, 39, 24, 18, 3, 8, 3
2021/5/21, 52, 29, 26, 4, 7, 4
2021/5/22, 56, 42, 28, 4, 8, 4
2021/5/23, 73, 46, 34, 4, 11, 4
2021/5/24, 87, 77, 33, 5, 10, 5
2021/5/25, 112, 76, 32, 4, 8, 3
2021/5/26, 101, 59, 26, 3, 12, 2
2021/5/27, 74, 52, 30, 4, 7, 3
2021/5/28, 75, 44, 21, 4, 4, 3
2021/5/29, 75, 45, 38, 5, 7, 4
2021/5/30, 71, 41, 29, 4, 8, 4
2021/5/31, 70, 35, 31, 4, 9, 4
2021/6/1, 70, 31, 23, 4, 9, 4
2021/6/2, 64, 25, 14, 6, 10, 4
2021/6/3, 50, 32, 18, 5, 8, 3
2021/6/4, 65, 30, 13, 3, 8, 3
2021/6/5, 55, 27, 15, 3, 10, 3
2021/6/6, 51, 26, 21, 3, 8, 3
2021/6/7, 58, 43, 22, 4, 8, 3
2021/6/8, 63, 36, 20, 4, 11, 3
2021/6/9, 59, 26, 19, 3, 7, 3
2021/6/10, 45, 16, 12, 3, 8, 3
2021/6/11, 24, 15, 13, 3, 9, 2
2021/6/12, 26, 11, 19, 3, 8, 3
2021/6/13, 24, 16, 15, 3, 8, 3
2021/6/14, 27, 22, 11, 3, 8, 3
2021/6/15, 34, 20, 11, 2, 8, 3
2021/6/16, 27, 29, 11, 3, 7, 2
2021/6/17, 42, 46, 10, 3, 8, 3
2021/6/18, 60, 54, 13, 2, 7, 2
2021/6/19, 67, 50, 14, 3, 9, 2
2021/6/20, 64, 88, 15, 4, 8, 3
2021/6/21, 108, 81, 12, 5, 5, 3
2021/6/22, 106, 57, 17, 4, 10, 3
2021/6/23, 86, 36, 18, 4, 8, 2
2021/6/24, 62, 36, 17, 3, 11, 2
2021/6/25, 53, 27, 20, 3, 4, 3
2021/6/26, 45, 20, 20, 3, 8, 3
2021/6/27, 48, 22, 18, 3, 8, 3
2021/6/28, 50, 41, 19, 3, 6, 3
2021/6/29, 73, 38, 20, 4, 6, 3
2021/6/30, 61, 23, 15, 5, 8, 3
2021/1/4, 158, 69, 28, 7, 9, 4
2021/1/5, 145, 71, 25, 8, 8, 5
2021/1/6, 146, 76, 27, 9, 9, 5
2021/1/7, 150, 49, 17, 6, 8, 4
2021/1/8, 94, 56, 24, 6, 9, 4
2021/1/9, 107, 65, 28, 7, 10, 5
2021/1/10, 132, 70, 22, 9, 8, 5
2021/1/11, 141, 83, 26, 10, 10, 6
2021/1/12, 156, 68, 25, 6, 8, 5
2021/1/13, 143, 69, 22, 5, 9, 4
2021/1/14, 149, 63, 24, 4, 8, 4
2021/1/15, 146, 60, 27, 5, 9, 4
2021/1/16, 131, 58, 21, 6, 8, 4
2021/1/17, 126, 58, 21, 6, 8, 4
2021/1/18, 122, 69, 26, 7, 8, 4
2021/1/19, 150, 64, 27, 6, 10, 4
2021/1/20, 140, 66, 24, 7, 8, 4
2021/1/21, 141, 68, 22, 8, 8, 5
2021/1/22, 140, 54, 23, 5, 8, 4
2021/1/23, 112, 53, 21, 5, 8, 4
2021/1/24, 110, 58, 25, 7, 9, 4
2021/1/25, 122, 56, 24, 7, 10, 4
2021/1/26, 114, 62, 24, 6, 10, 4
2021/1/27, 135, 78, 23, 6, 9, 5
2021/1/28, 159, 76, 24, 6, 8, 5
2021/1/29, 156, 73, 25, 7, 10, 5
2021/1/30, 147, 74, 26, 6, 9, 5
2021/1/31, 152, 57, 25, 5, 11, 4
2021/2/1, 115, 80, 30, 6, 10, 5
2021/2/2, 160, 79, 33, 7, 9, 5
2021/2/3, 148, 73, 32, 8, 11, 4
2021/2/4, 136, 75, 33, 9, 9, 4
2021/2/5, 136, 70, 35, 7, 11, 3
2021/2/6, 132, 75, 30, 9, 14, 4
2021/2/7, 135, 72, 29, 7, 9, 4
2021/2/8, 139, 72, 34, 8, 18, 4
2021/2/9, 148, 68, 37, 7, 10, 4
2021/2/10, 148, 66, 32, 7, 12, 4
2021/2/11, 144, 60, 32, 7, 10, 3
2021/2/12, 127, 41, 25, 6, 9, 2
2021/2/13, 81, 43, 28, 7, 9, 3
2021/2/14, 80, 41, 29, 7, 10, 3
2021/2/15, 76, 44, 28, 7, 12, 3
2021/2/16, 89, 54, 30, 7, 8, 3
2021/2/17, 108, 75, 27, 6, 13, 4
2021/2/18, 156, 68, 25, 6, 10, 4
2021/2/19, 144, 60, 25, 5, 10, 4
2021/2/20, 114, 46, 24, 4, 9, 3
2021/2/21, 88, 61, 25, 6, 12, 4
2021/2/22, 112, 57, 32, 7, 13, 4
2021/2/23, 114, 51, 29, 6, 9, 5
2021/2/24, 97, 56, 30, 6, 9, 5
2021/2/25, 103, 63, 34, 8, 11, 6
2021/2/26, 121, 66, 35, 6, 12, 5
2021/2/27, 138, 47, 27, 4, 11, 3
2021/2/28, 88, 29, 19, 5, 12, 2
2021/3/1, 53, 49, 27, 6, 11, 3
2021/3/2, 92, 55, 30, 6, 14, 3
2021/3/3, 102, 49, 23, 5, 10, 3
2021/3/4, 84, 50, 28, 6, 11, 3
2021/3/5, 83, 53, 24, 6, 11, 2
2021/3/6, 85, 33, 13, 4, 10, 2
2021/3/7, 51, 25, 11, 4, 9, 2
2021/3/8, 37, 22, 10, 5, 10, 2
2021/3/9, 30, 19, 12, 4, 10, 2
2021/3/10, 20, 21, 9, 4, 11, 2
2021/3/11, 25, 23, 14, 5, 11, 2
2021/3/12, 27, 28, 21, 5, 12, 2
2021/3/13, 36, 31, 21, 5, 11, 3
2021/3/14, 42, 31, 20, 5, 11, 2
2021/3/15, 48, 54, 23, 5, 13, 4
2021/3/16, 91, 49, 23, 4, 11, 3
2021/3/17, 86, 52, 22, 4, 10, 3
2021/3/18, 83, 51, 21, 4, 11, 3
2021/3/19, 87, 62, 24, 8, 21, 3
2021/3/20, 104, 69, 29, 8, 24, 4
2021/3/21, 112, 72, 23, 5, 10, 3
2021/3/22, 95, 71, 25, 5, 9, 3
2021/3/23, 100, 79, 24, 6, 9, 4
2021/3/24, 115, 78, 22, 6, 9, 4
2021/3/25, 120, 74, 27, 4, 13, 3
2021/3/26, 115, 75, 23, 4, 9, 4
2021/3/27, 120, 59, 19, 3, 9, 3
2021/3/28, 88, 52, 20, 3, 10, 4
2021/3/29, 84, 63, 30, 6, 14, 2
2021/3/30, 101, 72, 34, 6, 13, 3
2021/3/31, 112, 79, 34, 6, 13, 4
2020/10/1, 90, 66, 25, 8, 9, 6
2020/10/2, 117, 62, 25, 8, 6, 6
2020/10/3, 107, 63, 21, 9, 4, 6
2020/10/4, 112, 66, 25, 9, 8, 5
2020/10/5, 113, 55, 18, 10, 8, 5
2020/10/6, 105, 33, 27, 10, 8, 5
2020/10/7, 80, 39, 21, 11, 15, 5
2020/10/8, 82, 35, 29, 10, 7, 5
2020/10/9, 72, 41, 19, 12, 16, 5
2020/10/10, 75, 25, 18, 11, 10, 4
2020/10/11, 58, 30, 17, 11, 8, 4
2020/10/12, 60, 14, 16, 10, 11, 5
2020/10/13, 37, 22, 22, 10, 10, 5
2020/10/14, 49, 25, 23, 11, 7, 5
2020/10/15, 56, 34, 20, 13, 9, 6
2020/10/16, 67, 37, 26, 12, 11, 5
2020/10/17, 75, 30, 15, 12, 13, 5
2020/10/18, 63, 33, 22, 12, 11, 4
2020/10/19, 60, 24, 14, 10, 9, 5
2020/10/20, 48, 34, 20, 10, 11, 5
2020/10/21, 69, 65, 34, 11, 9, 7
2020/10/22, 124, 95, 40, 8, 15, 9
2020/10/23, 168, 83, 35, 8, 14, 8
2020/10/24, 157, 81, 35, 6, 7, 8
2020/10/25, 158, 74, 41, 7, 8, 6
2020/10/26, 146, 75, 34, 7, 11, 7
2020/10/27, 147, 82, 39, 6, 11, 7
2020/10/28, 141, 76, 33, 5, 8, 6
2020/10/29, 122, 86, 33, 5, 10, 8
2020/10/30, 150, 87, 40, 4, 13, 7
2020/10/31, 156, 82, 37, 2, 13, 7
2020/11/1, 154, 85, 32, 7, 16, 8
2020/11/2, 156, 71, 30, 9, 9, 7
2020/11/3, 135, 65, 32, 9, 11, 8
2020/11/4, 139, 68, 27, 11, 9, 8
2020/11/5, 131, 45, 26, 7, 10, 7
2020/11/6, 82, 76, 33, 7, 9, 8
2020/11/7, 147, 78, 25, 6, 7, 6
2020/11/8, 153, 74, 31, 9, 12, 5
2020/11/9, 139, 79, 31, 8, 15, 4
2020/11/10, 149, 53, 18, 7, 12, 4
2020/11/11, 108, 17, 12, 3, 9, 3
2020/11/12, 25, 32, 22, 5, 10, 3
2020/11/13, 48, 59, 32, 5, 5, 3
2020/11/14, 92, 48, 32, 3, 6, 3
2020/11/15, 89, 57, 25, 6, 9, 4
2020/11/16, 110, 55, 27, 4, 5, 4
2020/11/17, 110, 49, 20, 4, 8, 4
2020/11/18, 99, 39, 14, 4, 4, 4
2020/11/19, 80, 28, 15, 5, 7, 3
2020/11/20, 54, 40, 19, 7, 12, 3
2020/11/21, 61, 53, 22, 6, 10, 3
2020/11/22, 90, 60, 22, 7, 9, 5
2020/11/23, 117, 74, 24, 5, 10, 4
2020/11/24, 153, 63, 24, 5, 8, 5
2020/11/25, 129, 24, 21, 2, 8, 2
2020/11/26, 62, 5, 18, 2, 7, 1
2020/11/27, 22, 34, 23, 3, 7, 3
2020/11/28, 71, 44, 26, 5, 8, 3
2020/11/29, 80, 62, 30, 8, 8, 4
2020/11/30, 115, 72, 30, 9, 9, 5
2020/12/1, 139, 72, 26, 9, 10, 4
2020/12/2, 142, 63, 25, 9, 10, 4
2020/12/3, 126, 63, 22, 8, 18, 4
2020/12/4, 122, 66, 23, 7, 10, 4
2020/12/5, 137, 65, 27, 6, 9, 3
2020/12/6, 138, 55, 21, 6, 8, 4
2020/12/7, 103, 64, 27, 7, 9, 3
2020/12/8, 121, 68, 28, 9, 8, 3
2020/12/9, 140, 65, 29, 8, 9, 3
2020/12/10, 140, 66, 32, 8, 7, 4
2020/12/11, 142, 85, 30, 11, 9, 5
2020/12/12, 164, 85, 31, 9, 10, 5
2020/12/13, 161, 81, 24, 10, 10, 5
2020/12/14, 154, 89, 31, 9, 8, 6
2020/12/15, 168, 72, 25, 8, 8, 5
2020/12/16, 146, 78, 29, 9, 9, 5
2020/12/17, 160, 82, 24, 8, 10, 5
2020/12/18, 165, 93, 25, 8, 8, 7
2020/12/19, 172, 86, 29, 8, 9, 5
2020/12/20, 165, 88, 32, 10, 14, 5
2020/12/21, 168, 96, 34, 11, 13, 5
2020/12/22, 173, 100, 38, 11, 11, 5
2020/12/23, 179, 99, 35, 11, 13, 5
2020/12/24, 177, 98, 25, 9, 10, 6
2020/12/25, 177, 108, 26, 11, 10, 6
2020/12/26, 185, 117, 28, 11, 16, 7
2020/12/27, 194, 118, 24, 9, 10, 5
2020/12/28, 195, 108, 22, 9, 12, 5
2020/12/29, 184, 95, 35, 9, 13, 6
2020/12/30, 172, 94, 37, 8, 11, 6
2020/12/31, 171, 98, 35, 8, 10, 5
2021/1/1, 174, 107, 37, 8, 10, 6
2021/1/2, 182, 87, 35, 7, 9, 5
2021/1/3, 167, 78, 32, 7, 9, 5
2020/7/1, 45, 18, 18, 4, 7, 4
2020/7/2, 36, 10, 16, 2, 7, 3
2020/7/3, 22, 13, 15, 2, 4, 3
2020/7/4, 29, 16, 14, 1, 8, 3
2020/7/5, 34, 23, 12, 2, 8, 4
2020/7/6, 39, 28, 17, 2, 8, 4
2020/7/7, 43, 15, 17, 2, 10, 4
2020/7/8, 26, 9, 16, 2, 7, 4
2020/7/9, 20, 18, 14, 2, 9, 3
2020/7/10, 28, 16, 16, 1, 6, 3
2020/7/11, 27, 20, 20, 1, 4, 4
2020/7/12, 36, 16, 21, 1, 5, 4
2020/7/13, 35, 11, 15, 2, 8, 3
2020/7/14, 21, 8, 13, 2, 8, 3
2020/7/15, 18, 10, 13, 1, 3, 3
2020/7/16, 15, 18, 16, 2, 8, 4
2020/7/17, 30, 19, 17, 1, 4, 3
2020/7/18, 27, 24, 17, 1, 3, 4
2020/7/19, 43, 21, 16, 2, 8, 4
2020/7/20, 39, 21, 14, 1, 9, 3
2020/7/21, 37, 22, 18, 1, 6, 3
2020/7/22, 36, 19, 12, 3, 4, 4
2020/7/23, 30, 29, 19, 3, 6, 4
2020/7/24, 51, 25, 18, 2, 4, 4
2020/7/25, 55, 24, 24, 2, 5, 4
2020/7/26, 44, 16, 19, 3, 6, 4
2020/7/27, 20, 23, 17, 3, 10, 4
2020/7/28, 31, 20, 19, 3, 9, 4
2020/7/29, 40, 19, 17, 2, 9, 4
2020/7/30, 39, 29, 22, 3, 5, 4
2020/7/31, 63, 21, 15, 2, 4, 4
2020/8/1, 46, 12, 15, 1, 4, 4
2020/8/2, 19, 11, 12, 1, 8, 2
2020/8/3, 18, 12, 12, 1, 7, 3
2020/8/4, 15, 13, 14, 1, 9, 2
2020/8/5, 20, 21, 22, 1, 9, 3
2020/8/6, 29, 23, 19, 2, 8, 3
2020/8/7, 31, 23, 24, 2, 5, 4
2020/8/8, 32, 25, 22, 2, 4, 3
2020/8/9, 41, 18, 17, 2, 7, 3
2020/8/10, 33, 14, 23, 1, 4, 3
2020/8/11, 21, 14, 17, 2, 7, 3
2020/8/12, 22, 15, 16, 2, 8, 3
2020/8/13, 30, 21, 15, 1, 5, 3
2020/8/14, 41, 17, 17, , 4, 3
2020/8/15, 39, 14, 15, 1, 4, 3
2020/8/16, 23, 12, 15, 2, 8, 4
2020/8/17, 21, 18, 18, 1, 10, 3
2020/8/18, 25, 16, 15, 3, 8, 3
2020/8/19, 23, 12, 15, 1, 10, 3
2020/8/20, 23, 16, 22, 1, 9, 3
2020/8/21, 28, 19, 19, 1, 6, 3
2020/8/22, 34, 25, 21, 2, 5, 4
2020/8/23, 52, 21, 19, 2, 7, 3
2020/8/24, 32, 28, 23, 3, 9, 66
2020/8/25, 38, 33, 18, 4, 8, 5
2020/8/26, 52, 26, 19, 4, 9, 5
2020/8/27, 48, 28, 19, 3, 8, 
2020/8/28, 44, 26, 17, 2, 5, 
2020/8/29, 39, 27, 17, 3, 5, 
2020/8/30, 47, 31, 20, 3, 4, 5
2020/8/31, 40, 41, 16, 4, 6, 3
2020/9/1, 55, 33, 18, 3, 9, 4
2020/9/2, 57, 25, 15, 2, 5, 4
2020/9/3, 46, 17, 11, 2, 5, 3
2020/9/4, 33, 15, 12, 2, 4, 4
2020/9/5, 25, 12, 11, 2, 4, 4
2020/9/6, 13, 16, 13, 2, 5, 4
2020/9/7, 30, 22, 13, 2, 5, 4
2020/9/8, 46, 22, 13, 2, 4, 4
2020/9/9, 50, 31, 17, 2, 5, 4
2020/9/10, 69, 26, 12, 7, 6, 7
2020/9/11, 51, 28, 16, 7, 9, 5
2020/9/12, 45, 17, 12, 7, 7, 5
2020/9/13, 36, 15, 13, 7, 6, 4
2020/9/14, 31, 18, 16, 9, 9, 4
2020/9/15, 32, 19, 15, 8, 11, 4
2020/9/16, 40, 22, 16, 9, 8, 3
2020/9/17, 41, 21, 21, 9, 5, 5
2020/9/18, 45, 25, 18, 12, 12, 4
2020/9/19, 45, 30, 18, 8, 14, 5
2020/9/20, 65, 21, 16, 10, 18, 4
2020/9/21, 42, 22, 16, 9, 11, 4
2020/9/22, 35, 25, 19, 11, 8, 4
2020/9/23, 39, 34, 21, 11, 7, 4
2020/9/24, 54, 26, 20, 10, 10, 4
2020/9/25, 44, 9, 14, 9, 13, 3
2020/9/26, 20, 24, 19, 9, 7, 4
2020/9/27, 45, 45, 28, 11, 11, 4
2020/9/28, 76, 49, 24, 11, 8, 4
2020/9/29, 92, 43, 25, 10, 10, 5
2020/9/30, 87, 48, 26, 8, 14, 5
2020/4/1, 98, 52, 19, 1, 9, 
2020/4/2, 88, 49, 13, 1, 15, 
2020/4/3, 91, 47, 17, 1, 9, 
2020/4/4, 89, 41, 15, 1, 9, 
2020/4/5, 75, 30, 10, 1, 9, 
2020/4/6, 57, 26, 9, 1, 8, 
2020/4/7, 42, 33, 17, 1, 9, 
2020/4/8, 57, 35, 22, 2, 11, 500
2020/4/9, 63, 36, 19, 2, 6, 
2020/4/10, 68, 29, 16, 1, 7, 
2020/4/11, 54, 34, 18, 1, 6, 
2020/4/12, 60, 37, 20, 1, 6, 
2020/4/13, 64, 41, 17, 1, 6, 
2020/4/14, 65, 41, 19, 1, 6, 
2020/4/15, 65, 34, 14, 1, 6, 
2020/4/16, 60, 34, 17, 1, 5, 
2020/4/17, 49, 24, 15, 1, 6, 
2020/4/18, 31, 23, 14, 1, 6, 
2020/4/19, 32, 21, 11, 1, 7, 
2020/4/20, 32, 19, 10, 1, 6, 
2020/4/21, 30, 22, 10, 1, 5, 
2020/4/22, 37, 25, 12, 1, , 
2020/4/23, 42, 24, 13, 1, , 
2020/4/24, 38, 34, 19, 1, , 
2020/4/25, 49, 27, 24, 2, , 
2020/4/26, 48, 29, 18, 2, , 
2020/4/27, 55, 30, 18, 2, , 
2020/4/28, 40, 55, 13, 5, , 
2020/4/29, 109, 43, 18, 2, 13, 
2020/4/30, 84, 45, 20, 1, 9, 
2020/5/1, 81, 44, 17, 1, 6, 
2020/5/2, 73, 48, 18, 1, 5, 
2020/5/3, 69, 48, 16, 1, 6, 
2020/5/4, 69, 10, 5, 3, 9, 
2020/5/6, 48, 38, 12, 1, 3, 
2020/5/7, 59, 40, 15, 2, 3, 
2020/5/8, 61, 37, 14, 1, 2, 
2020/5/9, 58, 31, 14, 1, 3, 
2020/5/10, 50, 38, 13, 2, 3, 
2020/5/11, 52, 33, 11, 1, 7, 
2020/5/12, 50, 33, 13, 1, 4, 
2020/5/13, 50, 30, 10, 1, 3, 
2020/5/14, 43, 32, 14, 2, 3, 
2020/5/15, 50, 30, 17, 2, 4, 
2020/5/18, 82, 58, 29, 6, 4, 
2020/5/19, 99, 77, 32, 7, 6, 
2020/5/20, 115, 73, 31, 4, 4, 
2020/5/21, 81, 74, 27, 4, 6, 4
2020/5/22, 88, 57, 24, 1, 4, 4
2020/5/23, 69, 51, 22, 1, 3, 3
2020/5/24, 59, 49, 18, 1, 3, 3
2020/5/25, 59, 59, 157, 1, 3, 3
2020/5/26, 72, 54, 14, 1, 5, 4
2020/5/27, 76, 55, 6, 2, 3, 4
2020/5/28, 78, 56, 8, 2, 4, 4
2020/5/29, 69, 53, 9, 2, 7, 4
