date, pm25, pm10, o3, no2, so2, co
2023/4/10, 74, 61, 33, 5, 7, 10
2023/4/11, 84, 67, 37, 5, 9, 10
2023/4/12, 106, 66, 36, 6, 12, 9
2023/4/13, 105, 70, 45, 5, 12, 10
2023/4/14, 122, 69, 43, 5, 9, 10
2023/4/15, 108, 73, 56, 4, 12, 11
2023/4/16, 121, 70, 41, 4, 11, 10
2023/4/17, 117, 66, 26, 5, 10, 10
2023/4/18, 105, 69, 23, 4, 11, 11
2023/4/19, 114, 63, 19, 4, 9, 12
2023/4/20, 96, 68, 26, 5, 6, 11
2023/4/21, 110, 54, 19, 4, 5, 11
2023/4/22, 77, 38, 14, 2, 3, 10
2023/4/23, 54, 23, 11, 2, 4, 10
2023/4/24, 29, 24, 5, 1, 4, 10
2023/4/25, 22, 44, 12, 3, 6, 10
2023/4/26, 52, 52, 12, 3, 5, 11
2023/4/27, 84, 37, 8, 3, 4, 11
2023/4/28, 59, 28, 12, 4, 4, 11
2023/4/29, 43, 29, 13, 5, 4, 11
2023/4/30, 42, 16, 10, 5, 6, 10
2023/5/1, 37, 18, 11, 5, 9, 11
2023/5/2, 23, 11, 9, 3, 9, 11
2023/5/3, 14, 10, 11, 2, 9, 10
2023/5/4, 15, 9, 9, 2, 10, 10
2023/5/5, 5, 23, 14, 4, 9, 10
2023/5/6, 28, 58, 13, 2, 18, 7
2023/5/8, 53, 37, 24, 2, 7, 10
2023/5/9, 52, 44, 24, 3, 10, 10
2023/5/10, 63, 49, 24, 5, 13, 10
2023/5/11, 59, 51, 30, 4, 10, 11
2023/5/12, 70, 77, 37, 4, 10, 12
2023/5/13, 107, 76, 41, 3, 10, 11
2023/5/14, 101, 66, 34, 5, 10, 11
2023/5/15, 76, 68, 35, 6, 12, 11
2023/5/16, 87, 76, 34, 6, 10, 13
2023/5/17, 111, 60, 24, 2, 9, 10
2023/5/18, 75, 63, 27, 2, 9, 10
2023/5/19, 83, , , , , 
2023/5/22, 80, 51, 29, 4, 11, 9
2023/5/23, 70, 62, 32, 5, 9, 10
2023/5/24, 92, 60, 33, 7, 10, 10
2023/5/25, 80, 60, 36, 6, 10, 11
2023/5/26, 83, 61, 34, 5, 9, 11
2023/5/27, 69, 69, 39, 6, 12, 10
2023/5/28, 86, 63, 29, 5, 10, 13
2023/5/29, 98, 42, 49, 3, 9, 10
2023/5/30, 64, 50, 36, 5, 9, 11
2023/5/31, 70, 72, 30, 5, 11, 13
2023/6/1, 105, 85, 34, 9, 10, 14
2023/6/2, 119, 82, 32, 6, 11, 13
2023/6/3, 109, 67, 28, 4, 10, 12
2023/6/4, 88, 57, 30, 6, 10, 12
2023/6/5, 68, 75, 28, 6, 11, 13
2023/6/6, 92, 68, 28, 4, 10, 12
2023/6/7, 84, 58, 27, 5, 9, 12
2023/6/8, 64, 57, 28, 4, 9, 9
2023/6/9, 58, 42, 24, 3, 7, 5
2023/6/10, 39, 26, 24, 3, 7, 3
2023/6/11, 16, 31, 18, 3, 7, 4
2023/6/12, 30, 51, 19, 3, 7, 4
2023/6/13, 49, 52, 18, 2, 7, 4
2023/6/14, 50, 63, 21, 4, 8, 6
2023/6/15, 63, 63, 21, 3, 7, 3
2023/6/16, 65, 61, 21, 3, 6, 5
2023/6/17, 61, 79, 21, 4, 8, 6
2023/6/18, 81, 68, 24, 4, 8, 8
2023/6/19, 80, 61, 21, 3, 7, 5
2023/6/20, 69, 53, 21, 5, 7, 7
2023/6/21, 70, 32, 17, 4, 6, 6
2023/6/22, 51, 30, 11, 5, 7, 6
2023/6/23, 46, 18, 7, 3, 6, 7
2023/6/24, 20, 13, 10, 2, 6, 6
2023/6/25, 17, 27, 8, 2, 6, 11
2023/6/26, 32, 31, 10, 3, 6, 8
2023/6/27, 29, 30, 12, 3, 6, 10
2023/6/28, 38, 14, 12, 2, 7, 11
2023/6/29, 16, 19, 13, 2, 6, 5
2023/6/30, 18, 26, 15, 2, 6, 4
2023/1/2, 127, , 22, 5, 2, 5
2023/1/3, 130, , 28, 4, 3, 4
2023/1/4, 139, 91, 31, 6, 4, 6
2023/1/5, 162, 100, 33, 6, 5, 8
2023/1/6, 175, 103, 28, 7, 6, 9
2023/1/7, 174, 86, 30, 7, 5, 7
2023/1/8, 157, 85, 35, 9, 8, 7
2023/1/9, 158, 88, 34, 8, 7, 7
2023/1/10, 159, 87, 34, 10, 10, 7
2023/1/11, 159, 71, 30, 6, 4, 7
2023/1/12, 150, 62, 27, 5, 6, 5
2023/1/13, 129, 59, 28, 5, 3, 7
2023/1/14, 122, 51, 26, 4, 4, 7
2023/1/15, 107, 48, 23, 3, 4, 4
2023/1/16, 100, 54, 23, 4, 2, 5
2023/1/17, 113, 58, 22, 6, 2, 5
2023/1/18, 117, 73, 22, 6, 3, 6
2023/1/19, 146, 71, 21, 6, 5, 6
2023/1/20, 145, 75, 21, 5, 4, 8
2023/1/21, 152, 76, 24, 4, 4, 9
2023/1/22, 151, 78, 24, 4, 3, 7
2023/1/23, 146, 62, 22, 4, 4, 5
2023/1/24, 122, 66, 23, 5, 4, 6
2023/1/25, 138, 79, 28, 6, 4, 7
2023/1/26, 153, 78, 22, 8, 3, 9
2023/1/27, 144, 80, 29, 8, 6, 6
2023/1/28, 148, 102, 6, 9, 3, 12
2023/1/29, 171, 74, 21, 4, , 5
2023/1/30, 137, 81, 24, 5, , 6
2023/1/31, 155, 89, 30, 7, 11, 6
2023/2/1, 156, 89, 29, 7, 8, 6
2023/2/2, 156, 90, 29, 7, 10, 6
2023/2/3, 157, 76, 27, 5, 7, 5
2023/2/4, 141, 72, 29, 5, 10, 5
2023/2/5, 142, 69, 27, 6, 8, 5
2023/2/6, 135, 57, 23, 5, 5, 5
2023/2/7, 104, 60, 26, 6, 6, 5
2023/2/8, 112, 65, 25, 6, 7, 5
2023/2/9, 119, 54, 20, 6, 5, 4
2023/2/10, 92, 66, 21, 7, 9, 4
2023/2/11, 106, 72, 26, 7, 11, 4
2023/2/12, 120, 73, 24, 6, 6, 5
2023/2/13, 120, 93, 26, 8, 10, 5
2023/2/14, 144, 83, 22, 7, 5, 5
2023/2/15, 122, 76, 26, 6, 7, 4
2023/2/16, 129, 70, 22, 5, 2, 5
2023/2/17, 125, 63, 18, 4, 3, 5
2023/2/18, 110, 43, 16, 5, 5, 4
2023/2/19, 69, 42, 17, 4, 4, 3
2023/2/20, 70, 56, 24, 5, 7, 4
2023/2/21, 90, 58, 25, 4, 7, 4
2023/2/22, 102, 60, 23, 4, 6, 4
2023/2/23, 113, 58, 22, 4, 6, 4
2023/2/24, 99, 54, 24, 4, 7, 4
2023/2/25, 92, 51, 23, 4, 7, 3
2023/2/26, 86, 56, 22, 5, 8, 5
2023/2/27, 98, 62, 22, 6, 7, 6
2023/2/28, 110, 69, 24, 6, 8, 5
2023/3/1, 119, 77, 28, 6, 6, 5
2023/3/2, 130, 87, 29, 7, 7, 5
2023/3/3, 139, 84, 25, 7, 6, 7
2023/3/4, 140, 73, 23, 6, 6, 7
2023/3/5, 121, 70, 24, 7, 6, 7
2023/3/6, 103, 74, 20, 7, 6, 7
2023/3/7, 117, 86, 24, 5, 6, 9
2023/3/8, 135, 70, 21, 5, 6, 7
2023/3/9, 114, 71, 22, 6, 7, 12
2023/3/10, 116, 71, 22, 5, 7, 13
2023/3/11, 123, 59, 17, 5, 6, 3
2023/3/12, 104, 70, 20, 7, 6, 3
2023/3/13, 115, 66, 24, 6, 4, 3
2023/3/14, 125, 62, 18, 4, 6, 3
2023/3/15, 124, 45, 8, 3, 3, 3
2023/3/16, 79, 32, 9, 4, 4, 3
2023/3/17, 63, 30, 7, 7, 5, 3
2023/3/18, 59, 18, 14, 3, 4, 3
2023/3/19, 40, 25, 14, 3, 5, 5
2023/3/20, 47, 28, 20, 2, 4, 9
2023/3/21, 53, 26, 20, 2, 6, 9
2023/3/22, 48, 33, 13, 4, 8, 10
2023/3/23, 60, 28, 15, 3, 8, 10
2023/3/24, 43, 24, 14, 2, 5, 10
2023/3/25, 45, 21, 15, 1, 4, 9
2023/3/26, 43, 33, 23, 2, 6, 9
2023/3/27, 59, 30, 15, 2, 4, 9
2023/3/28, 54, 30, 13, 1, 5, 9
2023/3/29, 52, 28, 17, 2, 4, 10
2023/3/30, 55, 36, 27, 2, 5, 10
2023/3/31, 53, , , , , 
2022/10/1, 53, 39, 33, 3, 3, 4
2022/10/2, 74, 47, 35, 3, 4, 5
2022/10/3, 86, 52, 25, 3, 4, 5
2022/10/4, 103, 34, 14, 3, 3, 5
2022/10/5, 85, 6, 21, 2, 3, 4
2022/10/6, 25, 22, 24, 4, 3, 5
2022/10/7, 57, 23, 17, 4, 4, 5
2022/10/8, 53, 12, 12, 3, 3, 4
2022/10/9, 24, 8, 8, 3, 2, 4
2022/10/10, 14, 12, 8, 3, 4, 4
2022/10/11, 24, 19, 10, 3, 5, 4
2022/10/12, 25, 22, 15, 3, 5, 4
2022/10/13, 20, 16, 13, 2, 5, 4
2022/10/14, 31, 18, 8, 3, 5, 4
2022/10/15, 20, 7, 9, 1, 4, 4
2022/10/16, 6, , , , , 
2022/10/24, 126, 73, 34, 4, 7, 4
2022/10/25, 136, 69, 27, 8, 7, 5
2022/10/26, 120, 58, 24, 7, 3, 5
2022/10/27, 113, 57, 21, 5, 7, 5
2022/10/28, 108, 66, 26, 5, 5, 5
2022/10/29, 139, 72, 33, 5, 4, 4
2022/10/30, 145, 82, 31, 6, 6, 6
2022/10/31, 157, 80, 19, 7, 4, 6
2022/11/1, 157, 72, 18, 5, 4, 5
2022/11/2, 148, 61, 19, 5, 3, 5
2022/11/3, 112, 47, 18, 4, 2, 5
2022/11/4, 88, 50, 25, 3, 2, 5
2022/11/5, 101, , , , , 
2022/11/7, 154, 84, 27, 5, 7, 5
2022/11/8, 158, 86, 24, 5, 6, 6
2022/11/9, 162, 75, 22, 5, 6, 5
2022/11/10, 152, 75, 24, 4, 7, 5
2022/11/11, 151, 68, 25, 3, 4, 5
2022/11/12, 145, 78, 25, 3, 7, 5
2022/11/13, 157, 78, 26, 4, 8, 6
2022/11/14, 157, 86, 29, 6, 8, 6
2022/11/15, 162, 86, 27, 6, 10, 5
2022/11/16, 160, 78, 28, 6, 10, 5
2022/11/17, 156, 78, 26, 7, 6, 5
2022/11/18, 150, 78, 27, 6, 7, 5
2022/11/19, 146, 79, 26, 4, 8, 4
2022/11/20, 156, 72, 16, 5, 5, 5
2022/11/21, 154, 72, 11, 5, 4, 5
2022/11/22, 131, 34, 14, 3, 2, 4
2022/11/23, 68, 33, 11, 4, 3, 4
2022/11/24, 56, 41, 12, 4, 4, 4
2022/11/25, 74, 62, 22, 5, 3, 4
2022/11/26, 130, 86, 29, 6, 10, 5
2022/11/27, 161, 79, 27, 7, 12, 5
2022/11/28, 154, 85, 26, 7, 8, 6
2022/11/29, 162, 96, 32, 7, 6, 7
2022/11/30, 167, 73, 17, 11, 7, 5
2022/12/1, 146, 60, 15, 5, 5, 5
2022/12/2, 103, 60, 22, 3, 3, 5
2022/12/3, 104, 73, 21, 4, 4, 6
2022/12/4, 137, 94, 22, 4, 4, 7
2022/12/5, 158, 106, 25, 7, 10, 7
2022/12/6, 166, 92, 29, 7, 10, 5
2022/12/7, 160, 84, 32, 7, 6, 5
2022/12/8, 155, 77, 27, 6, 5, 5
2022/12/9, 152, 47, 17, 3, 2, 4
2022/12/10, 102, 31, 19, 2, 3, 4
2022/12/11, 74, 31, 14, 2, 5, 4
2022/12/12, 63, 23, 12, 3, 6, 4
2022/12/13, 60, 49, 26, 5, 6, 5
2022/12/14, 95, 58, 27, 6, 4, 5
2022/12/15, 122, 69, 34, 7, 8, 5
2022/12/16, 137, 86, 32, 6, 5, 7
2022/12/17, 164, 82, 32, 3, 5, 5
2022/12/18, 160, 78, 38, 6, 8, 5
2022/12/19, 157, 90, 34, 8, 5, 5
2022/12/20, 163, 94, 34, 6, 6, 6
2022/12/21, 169, 107, 38, 6, 7, 7
2022/12/22, 181, 114, 39, 7, 6, 7
2022/12/23, 185, 103, 39, 7, 4, 7
2022/12/24, 180, 54, 23, 4, 5, 4
2022/12/25, 112, 45, 20, 3, 2, 4
2022/12/26, 92, 40, 16, 4, 6, 4
2022/12/27, 82, 31, 18, 4, 6, 4
2022/12/28, 70, 40, 22, 6, 6, 4
2022/12/29, 83, 89, 24, 6, 6, 5
2022/12/30, 111, 62, 26, 4, 5, 4
2022/12/31, 110, , 23, 3, 5, 4
2023/1/1, 114, , 23, 4, 4, 5
2022/7/1, 40, 24, 18, 3, 3, 3
2022/7/2, 49, 20, 15, 4, 3, 3
2022/7/3, 45, 26, 15, 3, 3, 3
2022/7/4, 48, 11, 13, 3, 5, 2
2022/7/5, 33, 12, 13, 1, 4, 2
2022/7/6, 34, 14, 12, 2, 4, 2
2022/7/7, 39, 6, 11, 1, 4, 3
2022/7/8, 22, 12, 14, 1, 4, 2
2022/7/9, 41, 11, 12, 1, 5, 2
2022/7/10, 37, 14, 10, 1, 3, 2
2022/7/11, 29, , , , , 
2022/7/13, 45, 16, 11, 2, 3, 6
2022/7/14, 38, 22, 12, 1, 3, 5
2022/7/15, 41, 19, 15, 1, 3, 5
2022/7/16, 35, 11, 11, 2, 3, 6
2022/7/17, 24, 7, 10, 3, 3, 7
2022/7/18, 18, 31, 13, 3, 9, 5
2022/7/19, 34, 21, 21, 3, 6, 7
2022/7/20, 44, 14, 16, 2, 6, 6
2022/7/21, 34, 8, 11, 3, 6, 6
2022/7/22, 24, 9, 15, 3, 6, 6
2022/7/23, 30, 17, 13, 3, 6, 6
2022/7/24, 37, 13, 15, 4, 6, 6
2022/7/25, 29, 9, 8, 3, 3, 5
2022/7/26, 34, 12, 18, 4, 3, 3
2022/7/27, 41, 17, 15, 4, 3, 3
2022/7/28, 46, 14, 10, 3, 3, 3
2022/7/29, 38, 18, 12, 3, 3, 3
2022/7/30, 38, 26, 18, 3, 4, 3
2022/7/31, 69, 35, 21, 3, 5, 3
2022/8/1, 88, 23, 21, 4, 5, 3
2022/8/2, 62, 14, 23, 3, 5, 4
2022/8/3, 44, 21, 15, 4, 3, 4
2022/8/4, 54, 10, 14, 3, 3, 4
2022/8/5, 28, 8, 13, 1, 3, 3
2022/8/6, 21, 6, 10, 1, 2, 3
2022/8/7, 19, 4, 9, 1, 3, 3
2022/8/8, 13, 9, 9, 1, 4, 3
2022/8/9, 24, 17, 13, 2, 4, 3
2022/8/10, 37, 16, 13, 2, 3, 3
2022/8/11, 30, 12, 11, 1, 4, 3
2022/8/12, 26, 14, 15, 1, 4, 3
2022/8/13, 20, 7, 7, 1, , 3
2022/8/14, 17, 9, 9, 2, , 3
2022/8/15, 21, 15, 19, 3, 7, 4
2022/8/16, 36, 18, 18, 3, 5, 4
2022/8/17, 37, 20, 20, 3, 6, 4
2022/8/18, 41, 13, 16, 2, 3, 3
2022/8/19, 35, 12, 18, 2, 5, 3
2022/8/20, 25, 13, 17, 2, 5, 3
2022/8/21, 23, 15, 14, 2, 6, 3
2022/8/22, 26, , , , , 
2022/8/25, 14, 23, 18, 3, 3, 3
2022/8/26, 46, 27, 23, 3, 4, 4
2022/8/27, 55, 36, 16, 5, 2, 4
2022/8/28, 74, 33, 21, 3, 4, 4
2022/8/29, 79, 20, 10, 2, 2, 4
2022/8/30, 53, 10, 7, 2, 4, 4
2022/8/31, 28, 6, 9, 2, 4, 3
2022/9/1, 10, 4, 5, 2, 4, 3
2022/9/2, 12, 9, 9, 2, 3, 4
2022/9/3, 26, 30, 17, 3, 5, 3
2022/9/4, 72, 21, 17, 2, 2, 3
2022/9/5, 54, 19, 15, 3, 6, 3
2022/9/6, 51, 28, 13, 4, 6, 4
2022/9/7, 70, 15, 6, 6, 2, 4
2022/9/8, 39, 17, 7, 4, 3, 4
2022/9/9, 52, 8, 16, 3, 5, 3
2022/9/10, 23, 6, 11, 1, 4, 2
2022/9/11, 17, 16, 14, 2, 5, 3
2022/9/12, 28, 23, 15, 2, 6, 3
2022/9/13, 41, 26, 13, 3, 5, 4
2022/9/14, 50, 24, 13, 4, 6, 4
2022/9/15, 46, 20, 12, 3, 6, 4
2022/9/16, 35, 16, 18, 2, 6, 3
2022/9/17, 25, 21, 22, 2, 6, 4
2022/9/18, 36, 27, 4, 6, 5, 4
2022/9/19, 44, 22, 22, 4, 5, 4
2022/9/20, 41, 32, 28, 3, 6, 4
2022/9/21, 63, 30, 22, 3, 5, 4
2022/9/22, 63, 26, 24, 3, 5, 4
2022/9/23, 53, 31, 28, 3, 4, 4
2022/9/24, 63, 37, 30, 4, 5, 4
2022/9/25, 69, 41, 22, 6, 6, 5
2022/9/26, 80, 27, 25, 4, 5, 4
2022/9/27, 69, 27, 16, 4, 6, 4
2022/9/28, 62, 15, 18, 3, 2, 4
2022/9/29, 32, 26, 18, 3, 3, 4
2022/9/30, 62, 19, 21, 4, 3, 4
2022/4/1, 47, 30, 22, 6, 7, 3
2022/4/2, 45, 27, 17, 6, 6, 3
2022/4/3, 42, 18, 10, 6, 3, 3
2022/4/4, 16, 14, 10, 6, 6, 3
2022/4/5, 15, 27, 16, 7, 6, 3
2022/4/6, 33, 33, 17, 6, 6, 3
2022/4/7, 48, 22, 11, 6, 6, 3
2022/4/8, 31, 9, 11, 6, 7, 3
2022/4/9, 4, 11, 11, 7, , 3
2022/4/10, 6, 11, 11, 7, 4, 3
2022/4/11, 8, 14, 13, 6, 4, 3
2022/4/12, 20, 14, 16, 8, 4, 3
2022/4/13, 15, 12, 12, 6, 4, 3
2022/4/14, 17, 29, 23, 2, 4, 3
2022/4/15, 56, 24, 18, 5, 4, 3
2022/4/16, 45, 23, 21, 6, 4, 3
2022/4/17, 43, 21, 16, 6, 4, 3
2022/4/18, 34, 28, 19, 6, 4, 3
2022/4/19, 51, 32, 25, 6, 4, 3
2022/4/20, 62, 26, 12, 6, 4, 3
2022/4/21, 52, 16, 11, 6, 5, 3
2022/4/22, 27, 16, 12, 6, 4, 3
2022/4/23, 21, 30, 25, 7, 4, 3
2022/4/24, 41, 39, 22, 6, 4, 3
2022/4/25, 54, 42, 27, 6, 4, 3
2022/4/26, 61, 31, 16, 6, 4, 3
2022/4/27, 43, 30, 17, 6, 4, 3
2022/4/28, 48, 45, 30, 7, 4, 4
2022/4/29, 76, 46, 33, 6, 4, 4
2022/4/30, 82, 51, 31, 6, 4, 4
2022/5/1, 93, 49, 30, 6, 4, 4
2022/5/2, 89, 47, 21, 1, 4, 4
2022/5/3, 83, 50, 21, 3, 4, 4
2022/5/4, 87, 51, 25, 2, 5, 4
2022/5/5, 101, 54, 26, 3, 5, 4
2022/5/6, 89, 58, 40, 5, 5, 4
2022/5/7, 100, 51, 28, 3, 5, 4
2022/5/8, 92, 56, 34, 7, 4, 4
2022/5/9, 109, 28, 28, 4, 5, 3
2022/5/10, 50, 27, 20, 6, 5, 4
2022/5/11, 52, 24, 30, 3, 5, 3
2022/5/12, 55, 28, 31, 3, 4, 4
2022/5/13, 61, 23, 32, 2, 5, 4
2022/5/14, 58, 48, 32, 2, 5, 4
2022/5/15, 93, 37, 27, 2, 5, 3
2022/5/16, 75, 32, 24, 2, 4, 4
2022/5/17, 75, 31, 22, 2, 4, 3
2022/5/18, 71, 22, 23, 2, 4, 4
2022/5/19, 51, 26, 25, 2, 4, 4
2022/5/20, 55, 51, 43, 2, 4, 3
2022/5/21, 86, 72, 35, 2, 4, 2
2022/5/22, 93, 65, 35, 3, 4, 3
2022/5/23, 72, 64, 36, 3, 4, 3
2022/5/24, 85, 48, 37, 3, 4, 3
2022/5/25, 83, 60, 36, 3, 4, 4
2022/5/26, 93, 71, 36, 4, 4, 4
2022/5/27, 110, 72, 46, 3, 4, 3
2022/5/28, 100, 66, 41, 2, 4, 3
2022/5/29, 85, 61, 40, 3, 4, 3
2022/5/30, 96, 55, 48, 3, 4, 3
2022/5/31, 86, 52, 57, 4, 4, 4
2022/6/1, 96, 63, 64, 4, 4, 4
2022/6/2, 111, 55, 36, 3, 4, 3
2022/6/3, 90, 52, 42, 2, 4, 3
2022/6/4, 94, 53, 36, 3, 4, 4
2022/6/5, 104, 38, 25, 3, 4, 4
2022/6/6, 95, 41, 38, 3, 4, 4
2022/6/7, 86, 49, 37, 2, 4, 3
2022/6/8, 85, 37, 39, 2, 4, 3
2022/6/9, 73, 18, 23, 2, 4, 2
2022/6/10, 38, 16, 20, 1, 4, 2
2022/6/11, 37, 11, 21, 1, 4, 2
2022/6/12, 28, 13, 27, 3, 4, 3
2022/6/13, 37, 15, 33, 3, 4, 3
2022/6/14, 45, 10, 29, 2, 4, 2
2022/6/15, 30, 20, 25, 3, 4, 3
2022/6/16, 53, 25, 26, 4, 4, 3
2022/6/17, 71, 20, 19, 3, 4, 3
2022/6/18, 60, 21, 21, 4, 4, 3
2022/6/19, 54, 17, 17, 2, 4, 2
2022/6/20, 51, 13, 17, 3, 4, 3
2022/6/21, 40, 15, 20, 4, 4, 3
2022/6/22, 40, 10, 20, 2, 4, 3
2022/6/23, 24, 10, 14, 4, 4, 3
2022/6/24, 27, 8, 18, 2, 4, 3
2022/6/25, 27, 15, 13, 3, 4, 3
2022/6/26, 34, 16, 12, 3, 4, 3
2022/6/27, 39, 19, 12, 3, 4, 3
2022/6/28, 49, 21, 16, 2, 4, 3
2022/6/29, 52, 13, 18, 1, 5, 2
2022/6/30, 37, 17, 21, 3, 4, 3
2022/1/3, 154, 75, 32, 8, 11, 5
2022/1/4, 160, 62, 31, 9, 8, 4
2022/1/5, 139, 53, 27, 6, 10, 4
2022/1/6, 120, 45, 22, 7, 9, 3
2022/1/7, 100, 53, 26, 7, 8, 5
2022/1/8, 114, 59, 27, 4, 8, 5
2022/1/9, 134, 34, 18, 7, 5, 4
2022/1/10, 80, 33, 16, 5, 4, 5
2022/1/11, 75, 27, 13, 6, 9, 6
2022/1/12, 65, 23, 16, 6, 6, 8
2022/1/13, 57, 30, 21, 5, 6, 7
2022/1/14, 78, 28, 25, 4, 6, 7
2022/1/15, 70, 36, 32, 4, 4, 9
2022/1/16, 85, 51, 32, 7, 5, 6
2022/1/17, 121, 63, 34, 8, 11, 10
2022/1/18, 148, 69, 38, 10, 8, 10
2022/1/19, 154, 69, 42, 9, 7, 8
2022/1/20, 155, 66, 42, 9, 10, 8
2022/1/21, 146, 66, 40, 7, 6, 8
2022/1/22, 142, 67, 38, 4, 8, 7
2022/1/23, 137, 83, 35, 5, 9, 6
2022/1/24, 144, 156, 38, 7, 12, 6
2022/1/25, 154, , , , , 
2022/1/27, 145, 78, 41, 6, 11, 8
2022/1/28, 110, 83, 39, 12, 15, 8
2022/1/29, 132, 83, 48, 9, 6, 10
2022/1/30, 145, 86, 41, 11, 19, 9
2022/1/31, 156, 65, 44, 5, 5, 8
2022/2/1, 136, 48, 40, 5, 8, 6
2022/2/2, 94, 28, 26, 3, 8, 5
2022/2/3, 62, 44, 39, 6, 9, 5
2022/2/4, 84, 91, 42, 9, 10, 4
2022/2/5, 134, 79, 42, 5, 7, 6
2022/2/6, 118, 71, 44, 5, 5, 6
2022/2/7, 114, 64, 30, 6, 5, 6
2022/2/8, 110, 58, 30, 5, 5, 5
2022/2/9, 105, 59, 29, 6, 10, 5
2022/2/10, 112, 63, 28, 7, 4, 7
2022/2/11, 125, 65, 26, 7, 9, 74
2022/2/12, 124, 68, 33, 6, 6, 4
2022/2/13, 146, 67, 37, 6, 7, 4
2022/2/14, 143, 62, 35, 6, 9, 3
2022/2/15, 131, 63, 36, 7, 5, 3
2022/2/16, 134, 63, 32, 6, 7, 3
2022/2/17, 137, 60, 54, 4, 9, 3
2022/2/18, 132, 64, 39, 7, 7, 3
2022/2/19, 140, 63, 23, 9, 5, 3
2022/2/20, 147, 64, 33, 8, 7, 6
2022/2/21, 141, 49, 24, 4, 7, 5
2022/2/22, 97, 37, 19, 5, 3, 102
2022/2/23, 69, 32, 22, 5, 7, 38
2022/2/24, 69, 41, 24, 7, 7, 3
2022/2/25, 77, 42, 21, 7, 6, 4
2022/2/26, 84, 41, 21, 6, 4, 3
2022/2/27, 77, 38, 25, 7, 8, 3
2022/2/28, 68, 35, 25, 7, 7, 3
2022/3/1, 65, 37, 26, 8, 7, 3
2022/3/2, 64, 55, 29, 9, 8, 3
2022/3/3, 91, 55, 26, 7, 7, 3
2022/3/4, 95, 56, 25, 8, 7, 3
2022/3/5, 103, 54, 26, 7, 7, 4
2022/3/6, 100, 53, 27, 9, 7, 4
2022/3/7, 88, 61, 34, 8, 9, 5
2022/3/8, 120, 60, 34, 7, 7, 4
2022/3/9, 120, 64, 37, 8, 8, 4
2022/3/10, 123, 65, 38, 9, 8, 5
2022/3/11, 121, 62, 36, 8, 7, 4
2022/3/12, 107, 65, 40, 9, 9, 4
2022/3/13, 115, 70, 40, 10, 7, 5
2022/3/14, 124, 69, 40, 10, 9, 4
2022/3/15, 120, 67, 40, 9, 10, 4
2022/3/16, 120, 68, 42, 8, 10, 4
2022/3/17, 123, 42, 24, 5, 6, 3
2022/3/18, 71, 37, 19, 6, 6, 3
2022/3/19, 69, 47, 28, 3, 8, 4
2022/3/20, 91, 62, 30, 6, 7, 4
2022/3/21, 112, 65, 28, 8, 8, 4
2022/3/22, 130, 63, 23, 6, 7, 4
2022/3/23, 131, 53, 20, 6, 6, 4
2022/3/24, 95, 45, 12, 6, 5, 3
2022/3/25, 70, 45, 17, 6, 7, 3
2022/3/26, 71, 48, 19, 7, 8, 3
2022/3/27, 78, 43, 17, 6, 8, 3
2022/3/28, 69, 44, 20, 3, 9, 3
2022/3/29, 71, 44, 23, 7, 7, 3
2022/3/30, 70, 37, 22, 6, 8, 3
2022/3/31, 62, 31, 22, 6, 8, 3
2021/10/1, 47, 12, 11, 3, 9, 3
2021/10/2, 9, 10, 9, 1, 4, 3
2021/10/3, 8, 15, 13, 4, 9, 3
2021/10/4, 21, 20, 8, 5, 7, 3
2021/10/5, 22, 14, 7, 4, 10, 3
2021/10/6, 11, 45, 10, 5, 11, 3
2021/10/7, 33, 31, 15, 6, 10, 4
2021/10/8, 64, 18, 22, 7, 8, 4
2021/10/9, 43, 50, 23, 7, 12, 4
2021/10/10, 89, 70, 23, 8, 11, 5
2021/10/11, 113, 69, 29, 7, 10, 5
2021/10/12, 111, 85, 27, 6, 8, 5
2021/10/13, 138, 74, 30, 8, 11, 5
2021/10/14, 140, 55, 24, 7, 10, 5
2021/10/15, 116, 51, 20, 6, 8, 5
2021/10/16, 109, 27, 17, 6, 9, 3
2021/10/17, 51, 51, 31, 7, 9, 5
2021/10/18, 89, 69, 31, 4, 9, 6
2021/10/19, 127, 72, 28, 9, 12, 6
2021/10/20, 129, 74, 27, 9, 10, 6
2021/10/21, 133, 65, 27, 9, 10, 5
2021/10/22, 117, 71, 27, 11, 19, 5
2021/10/23, 120, 42, 22, 7, 8, 4
2021/10/24, 71, 54, 26, 8, 11, 4
2021/10/25, 91, 76, 25, 10, 11, 4
2021/10/26, 125, 77, 27, 10, 10, 4
2021/10/27, 137, 74, 23, 11, 9, 5
2021/10/28, 146, 46, 18, 9, 9, 5
2021/10/29, 98, 29, 11, 9, 9, 4
2021/10/30, 42, 26, 12, 8, 11, 4
2021/10/31, 40, 24, 12, 7, 9, 4
2021/11/1, 46, 17, 10, 4, 9, 4
2021/11/2, 35, 24, 15, 5, 8, 4
2021/11/3, 38, 32, 13, 4, 8, 3
2021/11/4, 64, 42, 20, 4, 8, 4
2021/11/5, 91, 71, 24, 5, 9, 5
2021/11/6, 152, 81, 23, 5, 11, 6
2021/11/7, 163, 75, 28, 6, 13, 5
2021/11/8, 154, 78, 26, 8, 12, 5
2021/11/9, 151, 85, 23, 12, 12, 7
2021/11/10, 154, 64, 14, 7, 8, 6
2021/11/11, 129, 11, 8, 4, 8, 4
