date, pm25, pm10, o3, no2, so2, co
2023/9/4, 54, 34, 33, 6, 4, 3
2023/9/5, 58, 25, 27, 4, 2, 3
2023/9/6, 48, 42, 29, 5, 3, 4
2023/9/7, 62, 30, 44, 6, 2, 4
2023/9/8, 33, 34, 34, 6, 2, 4
2023/9/9, 39, 21, 22, 4, 2, 2
2023/9/10, 28, 23, 23, 4, 2, 3
2023/9/11, 21, 39, 19, 5, 6, 3
2023/9/12, 50, 44, 15, 6, 6, 3
2023/9/13, 56, 36, 16, 6, 2, 3
2023/9/14, 49, 32, 18, 5, 2, 2
2023/9/15, 45, 34, 19, 5, 2, 4
2023/9/16, 42, 20, 17, 2, 2, 4
2023/9/17, 30, 41, 18, 8, 25, 2
2023/9/18, 50, 50, 16, 7, , 4
2023/9/19, 62, 53, 17, 7, , 4
2023/9/20, 65, 16, 13, 6, 2, 3
2023/9/21, 26, 18, 16, 5, 2, 4
2023/9/22, 26, 30, 13, 5, 2, 3
2023/9/23, 43, 27, 13, 6, 2, 4
2023/9/24, 50, 22, 14, 6, 2, 4
2023/9/25, 34, 38, 14, 8, 2, 6
2023/9/26, 69, 26, 15, 8, 2, 4
2023/9/27, 46, 17, 15, 7, 2, 4
2023/9/28, 25, 27, 15, 9, 2, 3
2023/9/29, 39, 30, 14, 8, 2, 4
2023/9/30, 40, 23, 14, 5, 2, 3
2023/4/3, 47, 24, 3, 3, 3, 3
2023/4/4, 22, , , , , 
2023/4/7, 47, 25, 2, 4, 4, 3
2023/4/8, 29, , , , , 
2023/4/11, 93, 66, 3, 6, 5, 2
2023/4/12, 96, 63, 3, 5, 6, 4
2023/4/13, 99, 67, 3, 6, 6, 4
2023/4/14, 99, 76, 2, 9, 10, 5
2023/4/15, 132, 77, 3, 5, 10, 6
2023/4/16, 135, 74, 3, 6, 9, 6
2023/4/17, 128, 76, 3, 7, 8, 6
2023/4/18, 121, 59, 3, 7, 7, 5
2023/4/19, 89, 62, 3, 5, 8, 4
2023/4/20, 99, 71, 3, 5, 10, 4
2023/4/21, 132, 55, 3, 4, 5, 5
2023/4/22, 92, 31, 3, 6, 5, 4
2023/4/23, 55, 36, 3, 5, 4, 4
2023/4/24, 57, 35, 3, 6, 4, 4
2023/4/25, 47, 42, 3, 5, 4, 3
2023/4/26, 60, 58, 2, 5, 5, 4
2023/4/27, 93, 55, 3, 6, 4, 4
2023/4/28, 85, 51, 2, 7, 4, 4
2023/4/29, 62, 44, 2, 7, 6, 5
2023/4/30, 63, 29, 3, 8, 5, 5
2023/5/1, 49, 18, 3, 6, 4, 4
2023/5/2, 23, 13, 3, 7, 5, 3
2023/5/3, 11, 16, 3, 7, 4, 3
2023/5/4, 14, 18, 3, 6, 3, 3
2023/5/5, 14, 17, 3, 6, 4, 3
2023/5/6, 16, 24, 2, 6, 5, 3
2023/5/7, 22, 35, 2, 5, 5, 3
2023/5/8, 54, 48, 3, 5, 6, 4
2023/5/9, 78, 42, 3, 5, 4, 3
2023/5/10, 68, 40, 2, 6, 5, 4
2023/5/11, 61, 59, 2, 8, 6, 5
2023/5/12, 88, 69, 2, 11, 8, 4
2023/5/13, 100, 84, 3, 9, 8, 5
2023/5/14, 141, 99, 3, 13, 10, 7
2023/5/15, 140, 94, 2, 15, 21, 9
2023/5/16, 132, 63, 2, 4, 13, 4
2023/5/17, 94, 54, 2, 3, 9, 3
2023/5/18, 75, 52, 3, 3, 3, 3
2023/5/19, 80, , , , , 
2023/5/22, 79, 47, 3, 5, 4, 3
2023/5/23, 74, 57, 3, 5, 4, 4
2023/5/24, 95, 64, 3, 5, 4, 4
2023/5/25, 89, 55, 3, 6, 4, 3
2023/5/26, 85, 65, 2, 9, 4, 4
2023/5/27, 93, 63, 2, 7, 3, 4
2023/5/28, 97, 44, 3, 7, 3, 3
2023/5/29, 72, 46, 3, 7, 4, 4
2023/5/30, 76, 59, 3, 7, 5, 4
2023/5/31, 107, 64, 3, 7, 6, 5
2023/6/1, 114, 75, 3, 6, 4, 5
2023/6/2, 123, 76, 3, 6, 5, 5
2023/6/3, 120, 75, 3, 6, 3, 4
2023/6/4, 91, 49, 2, 8, 3, 4
2023/6/5, 82, 71, 3, 9, 4, 8
2023/6/6, 104, 67, 3, 6, 3, 4
2023/6/7, 88, 70, 3, 7, 5, 4
2023/6/8, 96, 66, 3, 7, 5, 4
2023/6/9, 89, 59, 3, 7, 5, 3
2023/6/10, 78, 48, 3, 6, 6, 3
2023/6/11, 59, 49, 3, 6, 5, 3
2023/6/12, 49, 55, 3, 6, 4, 4
2023/6/13, 62, 62, 3, 7, 4, 3
2023/6/14, 69, 66, 3, 7, 4, 3
2023/6/15, 75, 69, 3, 7, 5, 4
2023/6/16, 85, 81, 3, 9, 5, 5
2023/6/17, 101, 62, 3, 7, 4, 4
2023/6/18, 79, 65, 3, 8, 3, 6
2023/6/19, 103, 52, 3, 6, 3, 4
2023/6/20, 72, 43, 3, 5, 3, 4
2023/6/21, 62, 39, 3, 5, 3, 2
2023/6/22, 58, 37, 3, 6, 3, 3
2023/6/23, 56, 22, 3, 6, 3, 3
2023/6/24, 37, 24, 3, 6, 3, 4
2023/6/25, 34, 27, 3, 5, 6, 3
2023/6/26, 34, 36, 3, 5, 4, 2
2023/6/27, 48, 38, 3, 5, 4, 2
2023/6/28, 43, 24, 3, 5, 3, 2
2023/6/29, 27, 30, 3, 4, 4, 2
2023/6/30, 29, 33, 3, 4, 3, 3
2023/1/2, 117, 62, 1, 1, 1, 4
2023/1/3, 112, 70, 1, 1, 1, 5
2023/1/4, 146, 91, 1, 1, 1, 6
2023/1/5, 170, 114, 1, 2, 4, 8
2023/1/6, 186, 109, 1, 2, 4, 7
2023/1/7, 182, 97, 1, 2, 3, 6
2023/1/8, 168, 93, 1, 3, 6, 5
2023/1/9, 163, 100, 1, 3, 5, 7
2023/1/10, 167, 97, 2, 2, 2, 7
2023/1/11, 166, 98, 2, 3, 1, 8
2023/1/12, 170, 87, 2, 2, 2, 6
2023/1/13, 161, 99, 2, 3, 2, 11
2023/1/14, 185, 68, 2, 1, 1, 7
2023/1/15, 141, 61, 2, 1, 1, 4
2023/1/16, 138, 64, 3, 1, , 4
2023/1/17, 143, 70, 2, 1, , 5
2023/1/18, 152, 75, 2, 1, , 5
2023/1/19, 151, 81, 2, 1, , 6
2023/1/20, 154, 84, 2, 1, 1, 5
2023/1/21, 161, 96, 2, 1, 2, 6
2023/1/22, 173, 90, 2, 1, 2, 5
2023/1/23, 165, 80, 3, 1, 1, 5
2023/1/24, 157, 82, 3, 2, 2, 6
2023/1/25, 158, 91, 3, 2, 3, 6
2023/1/26, 165, 91, 3, 3, 3, 7
2023/1/27, 161, 98, 3, 3, 6, 6
2023/1/28, 167, 96, 4, 1, 2, 6
2023/1/29, 169, 78, 4, 1, 2, 7
2023/1/30, 154, 86, 4, 1, 2, 7
2023/1/31, 160, 85, 4, 2, 3, 6
2023/2/1, 158, 89, 4, 1, 5, 5
2023/2/2, 161, 82, 2, 1, 4, 5
2023/2/3, 155, 82, 2, 1, 3, 5
2023/2/4, 154, 97, 2, 2, 4, 5
2023/2/5, 168, 79, 2, 1, 2, 7
2023/2/6, 148, 77, 2, 1, 1, 5
2023/2/7, 150, 76, 2, 1, 1, 5
2023/2/8, 147, 67, 2, 1, , 6
2023/2/9, 126, 63, 2, 1, 1, 4
2023/2/10, 107, 65, 2, 1, 2, 5
2023/2/11, 115, 66, 2, 1, 4, 4
2023/2/12, 132, 81, 2, 1, 5, 4
2023/2/13, 142, 82, 2, 1, 4, 5
2023/2/14, 132, 77, 2, 1, 3, 5
2023/2/15, 142, 74, 2, 1, 4, 6
2023/2/16, 136, 73, 2, 1, 4, 5
2023/2/17, 135, 70, 2, 1, 3, 4
2023/2/18, 121, 50, 2, 1, 3, 3
2023/2/19, 73, 54, 2, 1, 3, 4
2023/2/20, 83, 49, 2, 1, 3, 3
2023/2/21, 71, 63, 2, 1, 3, 5
2023/2/22, 106, 68, 2, 1, 4, 4
2023/2/23, 130, 67, 2, 1, 4, 4
2023/2/24, 128, 66, 2, 1, 5, 6
2023/2/25, 121, 58, 2, 4, 5, 4
2023/2/26, 101, 72, 2, 10, 6, 4
2023/2/27, 132, 76, 14, 13, 4, 5
2023/2/28, 136, 92, 62, 16, 5, 7
2023/3/1, 160, 91, 6, 18, 5, 7
2023/3/2, 152, 107, 2, 16, 7, 9
2023/3/3, 166, 129, 11, 16, 6, 10
2023/3/4, 199, 101, 11, 17, 4, 7
2023/3/5, 152, 82, 3, 13, 5, 5
2023/3/6, 123, 94, 3, 15, 5, 7
2023/3/7, 149, 96, 2, 14, 7, 8
2023/3/8, 140, 87, 2, 13, 5, 6
2023/3/9, 140, 94, 2, 12, 8, 7
2023/3/10, 155, 86, 2, 10, 8, 6
2023/3/11, 144, 83, 2, 12, 7, 8
2023/3/12, 145, 103, 2, 13, 9, 10
2023/3/13, 173, 112, 3, 14, 7, 10
2023/3/14, 184, 85, 2, 9, 5, 8
2023/3/15, 158, 59, 3, 7, 3, 5
2023/3/16, 102, 43, 2, 9, 3, 5
2023/3/17, 72, 42, 2, 10, 4, 5
2023/3/18, 69, 17, 2, 6, 3, 3
2023/3/19, 22, 33, 3, 8, 4, 4
2023/3/20, 37, 33, 3, 8, 4, 4
2023/3/21, 45, 23, 3, 4, 3, 3
2023/3/22, 25, 25, 2, 4, 4, 3
2023/3/23, 34, 32, 3, 6, 3, 4
2023/3/24, 44, 33, 2, 5, 4, 3
2023/3/25, 43, 30, 2, 5, 4, 4
2023/3/26, 37, 30, 3, 3, 3, 3
2023/3/27, 40, 35, 3, 3, 4, 3
2023/3/28, 50, 34, 2, 4, 5, 4
2023/3/29, 50, 35, 2, 4, 3, 4
2023/3/30, 56, 22, 3, 3, 3, 2
2023/3/31, 29, , , , , 
2022/10/1, 63, 49, 6, 2, , 5
2022/10/2, 75, 51, 7, 1, 2, 4
2022/10/3, 90, 52, 6, 3, 4, 7
2022/10/4, 99, 25, 6, 1, , 4
2022/10/5, 46, 10, 5, 1, , 5
2022/10/6, 23, 23, 2, 1, , 3
2022/10/7, 42, 21, 2, 1, 1, 3
2022/10/8, 34, 8, 1, 1, , 3
2022/10/9, 15, 9, 1, 2, 1, 5
2022/10/10, 18, 12, 1, 2, 1, 5
2022/10/11, 21, 18, 1, 2, 1, 5
2022/10/12, 18, 16, 1, 1, 1, 4
2022/10/13, 19, 17, 1, 4, 1, 4
2022/10/14, 28, 11, 1, 5, 1, 5
2022/10/15, 29, 11, 1, 5, 2, 3
2022/10/16, 11, , , , , 
2022/10/24, 97, 81, 1, 8, 7, 6
2022/10/25, 122, 69, 1, 8, 4, 5
2022/10/26, 127, 61, 1, 7, 4, 5
2022/10/27, 109, 64, 1, 6, 5, 5
2022/10/28, 124, 71, 1, 7, 7, 4
2022/10/29, 135, 77, 1, 7, 5, 5
2022/10/30, 146, 79, 1, 7, 5, 6
2022/10/31, 154, 71, 1, 9, 3, 6
2022/11/1, 132, 57, 1, 6, 4, 5
2022/11/2, 105, 55, 1, 6, 2, 5
2022/11/3, 99, 54, 1, 6, 3, 5
2022/11/4, 99, 65, 1, 6, 3, 5
2022/11/5, 130, 77, 1, 5, 5, 4
2022/11/6, 146, 88, 1, 6, 6, 5
2022/11/7, 159, 86, 1, 5, 4, 5
2022/11/8, 160, 76, 1, 6, 3, 4
2022/11/9, 152, 76, 2, 6, 6, 4
2022/11/10, 154, 73, 28, 7, 6, 5
2022/11/11, 143, 75, 19, 7, 6, 4
2022/11/12, 148, 82, 1, 7, 6, 6
2022/11/13, 156, 82, 1, 7, 6, 5
2022/11/14, 158, 83, 1, 8, 6, 6
2022/11/15, 159, 84, 1, 8, 7, 5
2022/11/16, 160, 85, 1, 8, 7, 6
2022/11/17, 158, 78, 1, 8, 5, 5
2022/11/18, 145, 74, 1, 9, 4, 5
2022/11/19, 126, 79, 1, 8, 4, 7
2022/11/20, 147, 62, 1, 12, 2, 6
2022/11/21, 125, 59, 1, 9, 3, 5
2022/11/22, 109, 43, 1, 7, 3, 4
2022/11/23, 80, 43, 1, 8, 1, 4
2022/11/24, 71, 41, 1, 7, 1, 4
2022/11/25, 88, 86, 1, 7, 3, 7
2022/11/26, 165, 82, 1, 7, 3, 5
2022/11/27, 159, 83, 1, 9, 4, 6
2022/11/28, 159, 87, 1, 10, 6, 5
2022/11/29, 161, 89, 1, 10, 3, 6
2022/11/30, 163, 73, 1, 9, 3, 5
2022/12/1, 144, 60, 1, 8, 3, 5
2022/12/2, 112, 78, 1, 8, 2, 7
2022/12/3, 153, 91, 1, 7, 2, 7
2022/12/4, 165, 102, 1, 8, 4, 8
2022/12/5, 178, 116, 1, 10, 9, 11
2022/12/6, 188, 101, 1, 12, 11, 6
2022/12/7, 172, 95, 1, 13, 7, 7
2022/12/8, 164, 79, 1, 7, 3, 6
2022/12/9, 151, 42, 1, 1, 1, 4
2022/12/10, 94, 39, 1, 1, 1, 4
2022/12/11, 90, 37, 1, 1, 1, 5
2022/12/12, 74, 52, 1, 2, 2, 5
2022/12/13, 93, 67, 2, 2, 1, 6
2022/12/14, 141, 80, 4, 2, 2, 7
2022/12/15, 155, 80, 1, 2, 2, 6
2022/12/16, 150, 89, 2, 1, 1, 6
2022/12/17, 166, 85, 1, 1, 5, 5
2022/12/18, 162, 88, 1, 2, 6, 5
2022/12/19, 161, 89, 1, 2, 3, 6
2022/12/20, 163, 96, 1, 2, 3, 6
2022/12/21, 170, 108, 1, 2, 6, 7
2022/12/22, 178, 106, 2, 2, 8, 9
2022/12/23, 168, 84, 4, 2, 2, 6
2022/12/24, 132, 60, 1, 2, 2, 6
2022/12/25, 102, 57, 1, 1, 1, 4
2022/12/26, 84, 47, 1, 1, , 3
2022/12/27, 72, 39, 1, 1, , 4
2022/12/28, 62, 46, 1, 1, 1, 4
2022/12/29, 72, 68, 1, 1, 1, 6
2022/12/30, 125, 67, 1, 1, , 5
2022/12/31, 123, 57, 1, 1, 1, 4
2023/1/1, 105, 62, 1, 1, 1, 5
2022/7/1, 49, 38, 2, 5, 2, 3
2022/7/2, 44, 28, 2, 4, 2, 5
2022/7/3, 49, 26, 2, 4, 2, 3
2022/7/4, 29, 18, 1, 4, 1, 3
2022/7/5, 30, 15, 2, 4, 1, 3
2022/7/6, 22, 26, 1, 3, 1, 2
2022/7/7, 38, 10, 2, 3, , 2
2022/7/8, 13, 12, 1, 2, 1, 3
2022/7/9, 31, 13, 2, 2, , 1
2022/7/10, 21, 16, 1, 2, , 2
2022/7/11, 22, 10, 1, 2, , 1
2022/7/12, 16, 21, 2, 4, 1, 2
2022/7/13, 33, 25, 2, 4, , 1
2022/7/14, 26, 59, 1, 8, 2, 3
2022/7/15, 49, 48, 2, 10, 1, 6
2022/7/16, 54, 22, 2, 4, 1, 2
2022/7/17, 25, 25, 2, 5, 1, 3
2022/7/18, 32, 47, 1, 5, 2, 3
2022/7/19, 44, 47, 1, 4, 1, 2
2022/7/20, 43, 38, 2, 4, 1, 2
2022/7/21, 39, 16, 1, 3, 1, 2
2022/7/22, 25, 25, 1, 3, 1, 2
2022/7/23, 26, 25, 1, 3, 1, 2
2022/7/24, 29, 31, 2, 5, 1, 4
2022/7/25, 36, 29, 2, 6, 2, 4
2022/7/26, 45, 26, 1, 5, 2, 4
2022/7/27, 35, 33, 2, 5, 1, 4
2022/7/28, 36, 28, 1, 4, 1, 2
2022/7/29, 40, 25, 1, 5, 2, 3
2022/7/30, 35, 22, 1, 4, 1, 2
2022/7/31, 29, 36, 1, 4, 2, 3
2022/8/1, 57, 38, 1, 5, 2, 3
2022/8/2, 62, 25, 2, 4, 1, 4
2022/8/3, 33, 22, 2, 4, 1, 3
2022/8/4, 26, 13, 1, 3, 1, 3
2022/8/5, 27, 16, 2, 4, 2, 3
2022/8/6, 25, 9, 1, 3, 1, 2
2022/8/7, 18, 6, 2, 2, 1, 2
2022/8/8, 12, 15, 1, 3, 1, 3
2022/8/9, 24, 27, 1, 2, 1, 3
2022/8/10, 27, 34, 2, 3, 1, 3
2022/8/11, 20, 34, 2, 4, 1, 4
2022/8/12, 28, 48, 1, 5, 2, 4
2022/8/13, 39, 15, 2, 3, 1, 2
2022/8/14, 20, 26, 2, 5, 2, 4
2022/8/15, 23, 30, 1, 4, 2, 5
2022/8/16, 58, 43, 2, 5, 2, 4
2022/8/17, 60, 59, 2, 6, 2, 4
2022/8/18, 67, 39, 1, 5, 1, 3
2022/8/19, 36, 36, 2, 4, 1, 4
2022/8/20, 41, 39, 1, 5, 1, 3
2022/8/21, 31, 43, 2, 4, 1, 3
2022/8/22, 37, 51, 2, 5, 2, 4
2022/8/23, 46, 38, 2, 5, 2, 4
2022/8/24, 51, 33, 2, 4, 2, 3
2022/8/25, 48, 43, 1, 5, 2, 4
2022/8/26, 60, 54, 2, 5, 2, 4
2022/8/27, 70, 40, 1, 5, 2, 5
2022/8/28, 59, 40, 2, 4, 1, 4
2022/8/29, 63, 35, 2, 4, 1, 4
2022/8/30, 49, 22, 2, 4, 1, 2
2022/8/31, 25, 21, 2, 4, 1, 2
2022/9/1, 21, 15, 2, 3, 1, 3
2022/9/2, 19, 15, 2, 4, 1, 3
2022/9/3, 13, 25, 2, 3, 1, 3
2022/9/4, 45, 29, 1, 4, 2, 3
2022/9/5, 36, 25, 2, 3, 1, 4
2022/9/6, 36, 21, 2, 3, 2, 4
2022/9/7, 42, 12, 2, 5, 1, 3
2022/9/8, 24, 6, 2, 3, , 3
2022/9/9, 11, 7, 2, 3, , 3
2022/9/10, 18, 13, 2, 4, , 2
2022/9/11, 18, 24, 1, 3, 1, 2
2022/9/12, 24, 29, 2, 4, 1, 3
2022/9/13, 36, 40, 2, 6, 1, 3
2022/9/14, 53, 43, 2, 6, 1, 4
2022/9/15, 58, 29, 2, 4, , 2
2022/9/16, 34, 31, 3, 5, , 2
2022/9/17, 33, 24, 4, 5, , 3
2022/9/18, 24, 8, 4, 3, , 3
2022/9/19, 18, 16, 4, 3, , 2
2022/9/20, 25, 38, 6, 4, , 3
2022/9/21, 60, 29, 6, 4, , 4
2022/9/22, 54, 31, 5, 5, , 2
2022/9/23, 46, 44, 6, 6, , 3
2022/9/24, 58, 45, 5, 5, , 3
2022/9/25, 52, 39, 6, 5, , 3
2022/9/26, 60, 29, 7, 4, , 4
2022/9/27, 36, 36, 6, 4, , 4
2022/9/28, 57, 16, 5, 4, , 4
2022/9/29, 18, 23, 5, 5, , 4
2022/9/30, 41, 27, 4, 4, , 5
2022/4/1, 39, 30, 8, 4, 1, 2
2022/4/2, 41, 24, 8, 3, 1, 2
2022/4/3, 29, 20, 8, 3, 1, 4
2022/4/4, 19, 22, 8, 4, 1, 2
2022/4/5, 22, 32, 8, 4, 1, 4
2022/4/6, 38, 44, 8, 6, 2, 4
2022/4/7, 59, 38, 8, 4, 2, 3
2022/4/8, 49, 29, 9, 5, 1, 4
2022/4/9, 28, 20, 8, 4, 1, 4
2022/4/10, 21, 24, 8, 4, 2, 3
2022/4/11, 30, 19, 10, 4, 1, 3
2022/4/12, 22, 22, 9, 4, 1, 3
2022/4/13, 19, 17, 9, 3, 1, 3
2022/4/14, 16, 21, 9, 4, 2, 4
2022/4/15, 21, 24, 10, 3, 2, 3
2022/4/16, 31, 27, 11, 4, 2, 3
2022/4/17, 32, 36, 15, 4, 2, 3
2022/4/18, 43, 65, 9, 7, 3, 4
2022/4/19, 81, 46, 10, 5, 3, 4
2022/4/20, 64, 31, 10, 4, 2, 3
2022/4/21, 41, 26, 10, 4, 2, 3
2022/4/22, 30, 25, 9, 4, 1, 2
2022/4/23, 25, 32, 10, 4, 2, 3
2022/4/24, 39, 48, 12, 5, 2, 3
2022/4/25, 53, 50, 13, 4, 3, 4
2022/4/26, 51, 35, 11, 3, 2, 4
2022/4/27, 35, 33, 10, 3, 1, 3
2022/4/28, 32, 35, 11, 3, 3, 3
2022/4/29, 43, 23, 10, 2, 2, 2
2022/4/30, 45, , , , , 
2022/5/2, 69, 52, 6, 4, 3, 4
2022/5/3, 68, 45, 5, 4, 2, 5
2022/5/4, 64, 66, 5, 5, 2, 6
2022/5/5, 59, 46, 3, 7, 3, 3
2022/5/6, 66, 47, 3, 6, 2, 4
2022/5/7, 66, 49, 3, 6, 3, 4
2022/5/8, 72, 49, 4, 6, 3, 4
2022/5/9, 58, 22, 2, 3, 1, 3
2022/5/10, 29, 16, 1, 3, 1, 3
2022/5/11, 26, 34, 8, 5, 2, 4
2022/5/12, 56, 47, 8, 5, 1, 4
2022/5/13, 68, 32, 9, 5, 1, 5
2022/5/14, 44, 55, 9, 4, 3, 3
2022/5/15, 87, 35, 8, 4, 1, 3
2022/5/16, 38, 27, 7, 3, 1, 3
2022/5/17, 26, 30, 7, 4, 1, 3
2022/5/18, 36, 30, 7, 5, 1, 4
2022/5/19, 31, 33, 7, 4, 2, 4
2022/5/20, 38, 45, 10, 4, 3, 4
2022/5/21, 70, 85, 10, 4, 2, 4
2022/5/22, 101, 86, 9, 9, 6, 5
2022/5/23, 108, 66, 11, 4, 3, 5
2022/5/24, 77, 30, 9, 5, 1, 5
2022/5/25, 50, 50, 10, 3, 2, 4
2022/5/26, 69, 66, 9, 6, 3, 8
2022/5/27, 103, 81, 13, 7, 4, 6
2022/5/28, 106, 73, 12, 5, 2, 3
2022/5/29, 82, 65, 12, 5, 3, 4
2022/5/30, 87, 73, 12, 5, 3, 4
2022/5/31, 90, 83, 13, 8, 5, 5
2022/6/1, 110, 77, 10, 5, 2, 5
2022/6/2, 103, 71, 2, 5, 2, 4
2022/6/3, 87, 70, 2, 5, 1, 5
2022/6/4, 93, 63, 2, 4, 3, 4
2022/6/5, 88, 44, 2, 6, 2, 5
2022/6/6, 72, 51, 2, 5, 2, 5
2022/6/7, 80, 62, 2, 7, 2, 4
2022/6/8, 82, 60, 2, 7, 2, 4
2022/6/9, 79, 49, 2, 6, 2, 5
2022/6/10, 59, 40, 2, 4, 1, 4
2022/6/11, 51, 36, 2, 5, 1, 3
2022/6/12, 47, 32, 2, 4, 1, 3
2022/6/13, 43, 34, 2, 4, 1, 3
2022/6/14, 44, 37, 2, 5, 2, 4
2022/6/15, 48, 32, 2, 4, 1, 3
2022/6/16, 47, 33, 2, 5, 1, 4
2022/6/17, 51, 31, 2, 5, 1, 3
2022/6/18, 40, 33, 2, 4, 2, 3
2022/6/19, 60, 29, 2, 6, 1, 4
2022/6/20, 54, 22, 2, 6, 1, 4
2022/6/21, 28, 22, 2, 8, 1, 5
2022/6/22, 34, 32, 2, 5, 1, 4
2022/6/23, 38, 43, 2, 9, 2, 5
2022/6/24, 63, 32, 2, 8, 1, 5
2022/6/25, 41, 32, 2, 5, , 4
2022/6/26, 38, 32, 2, 4, 1, 3
2022/6/27, 36, 21, 2, 4, 1, 3
2022/6/28, 30, 33, 2, 4, 1, 4
2022/6/29, 41, 30, 2, 4, 1, 3
2022/6/30, 34, 35, 2, 5, 1, 4
2022/1/3, 157, 89, 50, 10, 7, 5
2022/1/4, 161, 80, 48, 9, 4, 5
2022/1/5, 147, 79, 51, 9, 3, 5
2022/1/6, 152, 68, 40, 8, 2, 4
2022/1/7, 136, 79, 47, 9, 2, 5
2022/1/8, 148, 87, 51, 9, 3, 8
2022/1/9, 165, 70, 39, 9, 1, 4
2022/1/10, 130, 57, 41, 8, 1, 4
2022/1/11, 105, 53, 33, 8, 1, 3
2022/1/12, 99, 46, 29, 9, 1, 4
2022/1/13, 87, 66, 32, 10, 2, 8
2022/1/14, 131, 50, 32, 6, 1, 4
2022/1/15, 105, 53, 38, 5, 2, 4
2022/1/16, 106, 65, 40, 6, 2, 4
2022/1/17, 141, 73, 44, 4, 3, 5
2022/1/18, 152, 78, 40, 4, 1, 5
2022/1/19, 159, 80, 41, 3, 2, 4
2022/1/20, 160, 79, 35, 1, 3, 3
2022/1/21, 157, 71, 32, 7, 2, 5
2022/1/22, 135, 65, 27, 4, 1, 4
2022/1/23, 135, 58, 26, 10, 1, 5
2022/1/24, 118, 79, 29, 9, 2, 4
2022/1/25, 123, 70, 29, 5, 2, 3
2022/1/26, 125, 94, 30, 5, 2, 3
2022/1/27, 131, 100, 37, 5, 3, 4
2022/1/28, 148, 91, 42, 6, 5, 4
2022/1/29, 154, 71, 33, 6, , 3
2022/1/30, 130, 70, 31, 6, , 5
2022/1/31, 125, 73, 29, 6, 2, 4
2022/2/1, 142, 61, 26, 6, 2, 4
2022/2/2, 111, 51, 20, 7, 2, 4
2022/2/3, 84, 51, 18, 6, 2, 3
2022/2/4, 86, 78, 28, 9, 2, 5
2022/2/5, 103, 76, 28, 5, 3, 3
2022/2/6, 113, 76, 31, 5, 2, 4
2022/2/7, 123, 76, 27, 7, 2, 4
2022/2/8, 121, 73, 27, 6, 2, 3
2022/2/9, 120, 72, 26, 6, 2, 4
2022/2/10, 126, 74, 26, 8, 4, 4
2022/2/11, 130, 68, 22, 6, 2, 3
2022/2/12, 122, 82, 29, 5, 4, 5
2022/2/13, 158, 80, 31, 8, 7, 4
2022/2/14, 149, 77, 29, 8, 5, 4
2022/2/15, 143, 86, 26, 9, 5, 5
2022/2/16, 154, 83, 24, 8, 4, 5
2022/2/17, 154, 84, 23, 9, 3, 6
2022/2/18, 158, 79, 21, 8, 2, 5
2022/2/19, 156, 80, 19, 6, 3, 4
2022/2/20, 159, 69, 15, 6, 3, 4
2022/2/21, 132, 62, 17, 6, 3, 4
2022/2/22, 108, 55, 12, 6, 2, 4
2022/2/23, 87, 57, 14, 7, 2, 4
2022/2/24, 88, 56, 13, 7, 3, 4
2022/2/25, 93, 57, 13, 9, 3, 5
2022/2/26, 91, 58, 16, 8, 5, 3
2022/2/27, 90, 61, 15, 10, 4, 4
2022/2/28, 92, 58, 13, 9, 4, 3
2022/3/1, 82, 53, 14, 8, 3, 3
2022/3/2, 75, 56, 14, 8, 4, 3
2022/3/3, 85, 64, 12, 8, 4, 3
2022/3/4, 97, 74, 13, 9, 5, 4
2022/3/5, 111, 61, 12, 7, 4, 4
2022/3/6, 98, 61, 13, 7, 4, 4
2022/3/7, 99, 71, 15, 7, 4, 5
2022/3/8, 129, 70, 13, 7, 4, 4
2022/3/9, 132, 76, 15, 9, 5, 5
2022/3/10, 136, 82, 14, 8, 6, 6
2022/3/11, 142, 81, 14, 9, 5, 7
2022/3/12, 136, 85, 13, 11, 6, 6
2022/3/13, 136, 83, 13, 9, 6, 7
2022/3/14, 135, 87, 12, 5, 7, 7
2022/3/15, 146, 79, 11, 8, 5, 5
2022/3/16, 130, 74, 10, 6, 4, 5
2022/3/17, 114, 57, 8, 5, 3, 4
2022/3/18, 91, 48, 6, 5, 2, 4
2022/3/19, 74, 52, 7, 5, 3, 4
2022/3/20, 79, 65, 11, 4, 3, 4
2022/3/21, 99, 73, 9, 8, 4, 5
2022/3/22, 121, 66, 10, 5, 4, 6
2022/3/23, 124, 59, 7, , 2, 5
2022/3/24, 103, 55, 6, 2, 2, 4
2022/3/25, 85, 53, 5, 4, 3, 5
2022/3/26, 79, 48, 5, 3, 1, 3
2022/3/27, 65, 44, 6, 3, 2, 4
2022/3/28, 62, 32, 5, 3, 1, 2
2022/3/29, 45, 37, 5, 3, 2, 3
2022/3/30, 52, 36, 6, 3, 2, 3
2022/3/31, 51, 31, 12, 3, 1, 4
2021/10/1, 31, 18, 6, 5, 2, 2
2021/10/2, 25, 21, 5, 4, 2, 2
2021/10/3, 24, 30, 8, 5, 2, 4
2021/10/4, 39, 24, 6, 3, 1, 3
2021/10/5, 33, 20, 5, 4, , 3
2021/10/6, 23, 20, 5, 4, 2, 3
2021/10/7, 27, 38, 8, 5, 1, 3
2021/10/8, 58, 48, 12, 6, , 4
2021/10/9, 72, 44, 10, 6, 1, 3
