date, pm25, pm10, o3, no2, so2, co
2020/6/9, 77, 22, 31, 5, 3, 4
2020/6/10, 43, 25, 24, 5, 4, 7
2020/6/11, 40, 35, 24, 5, 3, 4
2020/6/12, 64, 21, 28, 4, 3, 4
2020/6/13, 35, 31, 28, 3, 3, 3
2020/6/14, 54, 27, 26, 3, 2, 4
2020/6/15, 48, 32, 23, 3, 2, 4
2020/6/16, 52, 20, 20, 4, 2, 4
2020/6/17, 40, 33, 22, 4, 3, 3
2020/6/18, 47, 32, 20, 3, 3, 4
2020/6/19, 47, 53, 24, 5, 3, 5
2020/6/20, 73, 42, 19, 3, 4, 4
2020/6/21, 68, 53, 20, 5, 4, 4
2020/6/22, 77, 52, 26, 4, 3, 5
2020/6/23, 77, 42, 26, 4, 2, 4
2020/6/24, 65, 45, 19, 4, 1, 4
2020/6/25, 62, 25, 10, 3, 1, 4
2020/6/26, 38, 28, 17, 3, 1, 5
2020/6/27, 51, 40, 22, 3, 1, 4
2020/6/28, 68, 39, 19, 3, , 4
2020/6/29, 65, 32, 16, 6, 1, 5
2020/6/30, 60, 26, 19, 4, 1, 4
2020/1/1, 137, 55, 41, 9, 5, 7
2020/1/2, 112, 55, 35, 10, 7, 7
2020/1/3, 108, 35, 31, 9, 5, 6
2020/1/4, 70, 45, 28, 10, 7, 7
2020/1/5, 83, 57, 35, 9, 7, 6
2020/1/6, 117, 66, 39, 8, 8, 7
2020/1/7, 150, 70, 40, 9, 7, 6
2020/1/8, 151, 73, 36, 12, 3, 6
2020/1/9, 138, 77, 37, 13, 7, 6
2020/1/10, 151, 75, 35, 10, 6, 6
2020/1/11, 150, 90, 42, 10, 6, 7
2020/1/12, 167, 85, 43, 11, 7, 6
2020/1/13, 163, 104, 41, 14, 9, 10
2020/1/14, 182, 81, 37, 9, 7, 7
2020/1/15, 164, 66, 33, 8, 7, 5
2020/1/16, 140, 56, 31, 9, 6, 5
2020/1/17, 118, 58, 28, 7, 3, 5
2020/1/18, 119, 59, 34, 10, 3, 5
2020/1/19, 113, 55, 16, 9, 1, 3
2020/1/20, 103, , , , , 
2020/1/22, 150, 80, 35, 9, 5, 6
2020/1/23, 158, 85, 35, 8, 6, 7
2020/1/24, 157, 69, 31, 10, 6, 5
2020/1/25, 140, 64, 27, 8, 2, 4
2020/1/26, 129, 63, 26, 8, 5, 5
2020/1/27, 121, 59, 22, 10, 6, 6
2020/1/28, 117, 60, 32, 9, 4, 4
2020/1/29, 113, 67, 25, 7, 6, 5
2020/1/30, 130, 57, 27, 9, 4, 4
2020/1/31, 113, 58, 21, 9, 6, 4
2020/2/1, 95, 49, 21, 8, 6, 3
2020/2/2, 84, 54, 29, 9, 6, 4
2020/2/3, 106, 41, 22, 8, 4, 4
2020/2/4, 90, 54, 27, 10, 5, 3
2020/2/5, 99, 52, 104, 12, 6, 5
2020/2/6, 97, 42, 43, 7, 4, 3
2020/2/7, 72, 52, 23, 7, 3, 4
2020/2/8, 84, 48, 32, 7, 5, 4
2020/2/9, 86, 55, 32, 7, 5, 4
2020/2/10, 90, 64, 41, 7, 4, 5
2020/2/11, 130, 73, 44, 7, 20, 5
2020/2/12, 146, 71, 40, 8, 9, 5
2020/2/13, 147, 73, 34, 10, 4, 7
2020/2/14, 133, 71, 41, 9, 5, 8
2020/2/15, 129, 64, 33, 11, 4, 3
2020/2/16, 109, 51, 27, 7, 6, 4
2020/2/17, 89, 64, 30, 8, 3, 6
2020/2/18, 108, 65, 30, 8, 8, 7
2020/2/19, 115, 70, 34, 8, 11, 6
2020/2/20, 137, 53, 34, 8, 4, 4
2020/2/21, 94, 54, 39, 9, 4, 4
2020/2/22, 86, 65, 48, 8, 6, 5
2020/2/23, 113, 62, 41, 8, 8, 7
2020/2/24, 112, 55, 32, 9, 14, 8
2020/2/25, 99, 54, 32, 8, 4, 5
2020/2/26, 89, 53, 30, 6, 5, 5
2020/2/27, 90, 56, 33, 8, 8, 4
2020/2/28, 94, 66, 65, 9, 5, 5
2020/2/29, 118, 63, 57, 10, 10, 4
2020/3/1, 113, 62, 43, 7, 4, 5
2020/3/2, 116, 68, 12, 12, 5, 8
2020/3/3, 134, 53, 112, 9, 9, 5
2020/3/4, 101, 38, 25, 8, 3, 4
2020/3/5, 59, 37, 14, 5, 2, 4
2020/3/6, 59, 36, 13, 6, 7, 5
2020/3/7, 54, 30, 15, 5, 12, 4
2020/3/8, 47, 41, 21, 6, 4, 5
2020/3/9, 55, 33, 17, 7, 4, 4
2020/3/10, 49, 35, 16, 6, 3, 4
2020/3/11, 51, 34, 17, 6, 3, 5
2020/3/12, 52, 47, 24, 8, 3, 5
2020/3/13, 71, 51, 25, 8, 4, 4
2020/3/14, 76, 48, 22, 5, 3, 4
2020/3/15, 71, 57, 25, 9, 4, 5
2020/3/16, 97, 52, 26, 7, 6, 5
2020/3/17, 78, 46, 22, 9, 6, 5
2020/3/18, 65, 45, 26, 6, 4, 5
2020/3/19, 67, 36, 28, 5, 7, 4
2020/3/20, 55, 34, 17, 6, 11, 4
2020/3/21, 50, 45, 21, 4, 3, 3
2020/3/22, 77, 46, 22, 8, 3, 3
2020/3/23, 72, 44, 25, 3, 7, 3
2020/3/24, 70, 34, 23, 2, 2, 3
2020/3/25, 57, 47, 25, 3, 7, 3
2020/3/26, 76, 45, 27, 2, 3, 3
2020/3/27, 72, 51, 30, 3, 3, 3
2020/3/28, 82, 51, 29, 4, 6, 3
2020/3/29, 81, 45, 34, 2, 3, 4
2020/3/30, 73, , 31, 6, 4, 3
2020/3/31, 85, 52, 30, 5, 7, 4
2019/10/1, 39, 26, 16, 6, 3, 7
2019/10/2, 27, 31, 21, 6, 2, 6
2019/10/3, 49, 46, 21, 7, 3, 8
2019/10/4, 68, 47, 22, 8, 2, 9
2019/10/5, 69, 25, 20, 5, 3, 7
2019/10/6, 48, 36, 22, 7, 2, 8
2019/10/7, 59, 34, 24, 5, 2, 7
2019/10/8, 55, 45, 15, 10, 1, 9
2019/10/9, 72, 20, 21, 6, 2, 7
2019/10/10, 39, 25, 15, 6, 2, 7
2019/10/11, 48, 26, 17, 5, 2, 6
2019/10/12, 35, 17, 17, 5, 1, 6
2019/10/13, 24, 26, 29, 5, 3, 7
2019/10/14, 46, 54, 34, 6, 4, 7
2019/10/15, 92, 52, 24, 7, 4, 7
2019/10/16, 87, 35, 17, 7, 3, 7
2019/10/17, 54, 25, 19, 7, 2, 7
2019/10/18, 41, 21, 12, 9, 2, 8
2019/10/19, 37, 17, 21, 5, 2, 6
2019/10/20, 25, 28, 11, 8, 2, 8
2019/10/21, 44, 18, 11, 6, 2, 7
2019/10/22, 35, 14, 10, 5, 2, 7
2019/10/23, 20, 25, 22, 4, 3, 6
2019/10/24, 39, 37, 22, 6, 3, 6
2019/10/25, 58, 28, 16, 9, 2, 8
2019/10/26, 41, 58, 23, 9, 8, 8
2019/10/27, 114, 62, 28, 7, 7, 7
2019/10/28, 113, 47, 21, 6, 2, 8
2019/10/29, 78, 48, 25, 6, 4, 6
2019/10/30, 76, 42, 23, 6, 3, 6
2019/10/31, 65, 36, 22, 5, 2, 6
2019/11/1, 38, 61, 31, 6, 3, 7
2019/11/2, 97, 87, 30, 9, 5, 9
2019/11/3, 153, 82, 36, 9, 5, 9
2019/11/4, 136, 98, 39, 9, 6, 11
2019/11/5, 163, 95, 27, 11, 5, 12
2019/11/6, 162, 85, 30, 10, 5, 10
2019/11/7, 152, 89, 34, 8, 5, 8
2019/11/8, 153, 68, 23, 8, 5, 7
2019/11/9, 122, 66, 33, 7, 4, 8
2019/11/10, 116, 69, 31, 10, 4, 9
2019/11/11, 117, 65, 32, 8, 4, 7
2019/11/12, 116, 64, 42, 7, 5, 7
2019/11/13, 114, 72, 41, 7, 4, 8
2019/11/14, 140, 76, 46, 8, 5, 8
2019/11/15, 148, 75, 40, 9, 5, 9
2019/11/16, 142, 67, 31, 7, 4, 8
2019/11/17, 117, 63, 34, 7, 6, 7
2019/11/18, 117, 79, 44, 8, 8, 8
2019/11/19, 152, 82, 41, 8, 8, 8
2019/11/20, 159, 73, 41, 9, 7, 7
2019/11/21, 141, 69, 38, 9, 7, 7
2019/11/22, 133, 77, 36, 9, 6, 7
2019/11/23, 153, 84, 40, 9, 4, 7
2019/11/24, 160, 88, 41, 10, 9, 8
2019/11/25, 164, 89, 44, 9, 9, 8
2019/11/26, 163, 80, 40, 9, 6, 7
2019/11/27, 156, 76, 33, 10, 7, 8
2019/11/28, 135, 67, 33, 9, 6, 7
2019/11/29, 116, 77, 36, 9, 5, 9
2019/11/30, 149, 78, 35, 9, 6, 8
2019/12/1, 153, 79, 41, 7, 8, 9
2019/12/2, 152, 87, 44, 8, 12, 7
2019/12/3, 160, 85, 43, 10, 8, 8
2019/12/4, 157, 83, 41, 9, 8, 7
2019/12/5, 159, 87, 42, 11, 10, 7
2019/12/6, 160, 66, 34, 9, 6, 7
2019/12/7, 118, 56, 31, 8, 4, 6
2019/12/8, 90, 49, 29, 8, 5, 7
2019/12/9, 73, 47, 29, 7, 5, 6
2019/12/10, 69, 53, 30, 9, 5, 7
2019/12/11, 90, 53, 27, 9, 4, 6
2019/12/12, 90, 57, 28, 9, 6, 6
2019/12/13, 91, 63, 31, 7, 5, 6
2019/12/14, 112, 59, 28, 8, 5, 6
2019/12/15, 108, 61, 33, 9, 7, 7
2019/12/16, 112, 71, 40, 9, 6, 7
2019/12/17, 147, 82, 36, 11, 6, 9
2019/12/18, 158, 83, 36, 10, 6, 8
2019/12/19, 159, 80, 36, 10, 6, 7
2019/12/20, 154, 82, 36, 11, 6, 8
2019/12/21, 157, 79, 40, 10, 7, 7
2019/12/22, 156, 84, 39, 10, 5, 8
2019/12/23, 159, 84, 41, 9, 6, 8
2019/12/24, 163, 84, 34, 13, 8, 9
2019/12/25, 151, 64, 26, 9, 6, 7
2019/12/26, 119, 59, 27, 11, 5, 8
2019/12/27, 106, 73, 32, 12, 6, 8
2019/12/28, 137, 77, 44, 8, 8, 8
2019/12/29, 157, , , , , 
2019/7/1, 24, 24, 24, 3, 2, 5
2019/7/2, 31, 39, 24, 6, 3, 6
2019/7/3, 54, 37, 26, 5, 2, 7
2019/7/4, 50, 24, 18, 3, 2, 6
2019/7/5, 42, 37, 21, 5, 3, 7
2019/7/6, 56, 42, 23, 3, 2, 6
2019/7/7, 54, 34, 26, 4, 3, 5
2019/7/8, 48, 30, 27, 4, 2, 6
2019/7/9, 33, 30, 26, 2, 3, 5
2019/7/10, 26, 31, 24, 2, 2, 3
2019/7/11, 31, 29, 33, 2, 3, 4
2019/7/12, 34, 38, 26, 6, 3, 4
2019/7/13, 51, 25, 24, 2, 1, 3
2019/7/14, 35, 26, 25, 2, 2, 4
2019/7/15, 33, 46, 33, 3, 3, 6
2019/7/16, 51, 61, 33, 5, 3, 7
2019/7/17, 72, 47, 29, 5, 3, 7
2019/7/18, 77, 48, 20, 7, 3, 9
2019/7/19, 96, 38, 28, 6, 1, 7
2019/7/20, 72, 29, 24, 5, 2, 8
2019/7/21, 54, 31, 19, 3, 2, 6
2019/7/22, 55, 27, 17, 3, 2, 6
2019/7/23, 46, 30, 23, 4, 1, 7
2019/7/24, 53, 30, 22, 3, 1, 7
2019/7/25, 48, 13, 14, , 1, 5
2019/7/26, 21, 22, 14, 1, 2, 7
2019/7/27, 39, 24, 9, 2, 2, 5
2019/7/28, 41, 29, 10, 3, 2, 6
2019/7/29, 43, 35, 18, 4, 2, 7
2019/7/30, 46, 40, 21, 5, 2, 6
2019/7/31, 46, 18, 15, 1, 1, 5
2019/8/1, 25, 11, 11, 1, 1, 5
2019/8/2, 17, 27, 15, 2, 2, 6
2019/8/3, 29, 33, 20, 2, 2, 5
2019/8/4, 35, 21, 19, 1, 2, 5
2019/8/5, 24, 10, 12, 1, 1, 6
2019/8/6, 13, 12, 10, 1, 1, 6
2019/8/7, 17, 22, 18, 2, 2, 6
2019/8/8, 28, 30, 20, 5, 2, 8
2019/8/9, 45, 48, 20, 5, 2, 8
2019/8/10, 57, 58, 22, 3, 3, 6
2019/8/11, 58, 62, 22, 4, 6, 6
2019/8/12, 69, 57, 22, 4, 4, 6
2019/8/13, 78, 50, 26, 5, 2, 10
2019/8/14, 60, 39, 25, 3, 2, 8
2019/8/15, 57, 39, 28, 5, 2, 7
2019/8/16, 60, 33, 24, 5, 2, 7
2019/8/17, 53, 28, 24, 4, 3, 6
2019/8/18, 45, 39, 29, 4, 3, 7
2019/8/19, 54, 29, 25, 3, 3, 7
2019/8/20, 51, 40, 26, 4, 7, 6
2019/8/21, 67, 43, 30, 3, 11, 5
2019/8/22, 65, 33, 20, 2, 6, 6
2019/8/23, 55, 41, 20, 4, 4, 6
2019/8/24, 67, 37, 27, 3, 3, 6
2019/8/25, 57, 42, 26, 3, 2, 5
2019/8/26, 53, 49, 27, 3, 3, 5
2019/8/27, 57, 55, 25, 3, 2, 7
2019/8/28, 60, 46, 29, 2, 1, 6
2019/8/29, 55, 42, 26, 2, 2, 6
2019/8/30, 49, 23, 21, 1, 1, 4
2019/8/31, 25, 21, 15, 1, 3, 6
2019/9/1, 28, 12, 12, 1, 2, 4
2019/9/2, 22, 17, 13, , 2, 5
2019/9/3, 23, 23, 15, 1, 2, 5
2019/9/4, 27, 24, 16, 2, 2, 5
2019/9/5, 32, 19, 15, , 1, 4
2019/9/6, 23, 25, 16, 1, 2, 5
2019/9/7, 28, 24, 20, 2, 2, 5
2019/9/8, 29, 34, 20, 1, 2, 5
2019/9/9, 36, 37, 18, 4, 2, 5
2019/9/10, 43, 47, 18, 4, 1, 6
2019/9/11, 61, 34, 17, 5, 2, 6
2019/9/12, 48, 39, 19, 6, 2, 7
2019/9/13, 53, 38, 21, 5, 2, 7
2019/9/14, 57, 28, 19, 6, 2, 6
2019/9/15, 46, 37, 25, 6, 4, 5
2019/9/16, 63, 36, 26, 5, 3, 7
2019/9/17, 63, 24, 14, 5, 2, 7
2019/9/18, 41, 18, 15, 6, 2, 7
2019/9/19, 29, 23, 23, 7, 2, 7
2019/9/20, 30, 30, 18, 7, 1, 6
2019/9/21, 33, 26, 19, 4, 2, 7
2019/9/22, 29, 28, 27, 5, 3, 7
2019/9/23, 41, 20, 14, 5, 2, 7
2019/9/24, 20, 11, 12, 6, 2, 7
2019/9/25, 23, 10, 7, 6, 2, 7
2019/9/26, 15, 20, 13, 6, 2, 6
2019/9/27, 31, 22, 14, 4, 2, 7
2019/9/28, 24, 29, 11, 4, 2, 7
2019/9/29, 44, 35, 10, 6, 2, 8
2019/9/30, 56, 27, 15, 4, 2, 6
2019/4/1, 93, 49, 26, 3, 2, 6
2019/4/2, 72, 42, 27, 3, 2, 7
2019/4/3, 65, 35, 22, 3, 3, 6
2019/4/4, 56, 36, 25, 2, 2, 5
2019/4/5, 54, 41, 33, 3, 2, 4
2019/4/6, 59, 35, 24, 4, 3, 7
2019/4/7, 64, 31, 18, 3, 3, 6
2019/4/8, 49, 29, 21, 2, 2, 5
2019/4/9, 51, 34, 31, 2, 2, 5
2019/4/10, 52, 34, 24, 2, 3, 5
2019/4/11, 56, 34, 30, 3, 3, 5
2019/4/12, 49, 43, 38, 4, 4, 6
2019/4/13, 58, 35, 28, 3, 2, 5
2019/4/14, 47, 37, 28, 2, 2, 4
2019/4/15, 46, 55, 32, 5, 2, 6
2019/4/16, 72, 57, 25, 4, 2, 7
2019/4/17, 83, 54, 23, 3, 2, 8
2019/4/18, 75, 35, 19, 2, 2, 5
2019/4/19, 57, 33, 24, 3, 2, 3
2019/4/20, 46, 39, 24, 3, 2, 3
2019/4/21, 49, 39, 59, 5, 3, 4
2019/4/22, 61, 41, 31, 9, 1, 6
2019/4/23, 60, 50, 31, 8, 2, 5
2019/4/24, 70, 54, 27, 2, 2, 4
2019/4/25, 77, 51, 35, 1, 2, 3
2019/4/26, 75, 43, 25, 2, 2, 2
2019/4/27, 67, 31, 20, 1, 2, 2
2019/4/28, 51, 26, 24, 1, 1, 2
2019/4/29, 38, 36, 30, 2, 3, 4
2019/4/30, 51, 43, 23, 7, 3, 6
2019/5/1, 51, 61, 32, 9, 5, 8
2019/5/2, 106, 67, 37, 7, 5, 8
2019/5/3, 99, 80, 57, 5, 4, 8
2019/5/4, 106, 79, 63, 5, 5, 5
2019/5/5, 117, 73, 36, 3, 5, 5
2019/5/6, 109, 75, 33, 4, 3, 6
2019/5/7, 105, 73, 47, 4, 4, 10
2019/5/8, 108, 64, 53, 3, 4, 9
2019/5/9, 99, 60, 47, 3, 5, 11
2019/5/10, 91, 56, 29, 4, 5, 9
2019/5/11, 82, 61, 36, 2, 4, 7
2019/5/12, 87, 59, 29, 2, 3, 7
2019/5/13, 82, 64, 36, 2, 4, 10
2019/5/14, 80, 61, 30, 2, 3, 6
2019/5/15, 80, 63, 30, 4, 4, 7
2019/5/16, 93, 54, 27, 1, 3, 8
2019/5/17, 77, 57, 34, 2, 4, 6
2019/5/18, 82, 55, 31, 2, 4, 5
2019/5/19, 81, 47, 25, 2, 4, 7
2019/5/20, 65, 49, 25, 2, 3, 5
2019/5/21, 65, 51, 25, 1, 3, 7
2019/5/22, 65, 47, 21, 1, 2, 6
2019/5/23, 63, 45, 28, 1, 2, 5
2019/5/24, 65, 57, 35, 1, 4, 5
2019/5/25, 88, 62, 41, 2, 5, 5
2019/5/26, 92, 58, 35, 2, 5, 4
2019/5/27, 86, 54, 32, 3, 3, 4
2019/5/28, 76, 57, 31, 3, 4, 3
2019/5/29, 81, 55, 44, 5, 5, 5
2019/5/30, 88, 57, 36, 3, 4, 3
2019/5/31, 81, 67, 42, 4, 5, 4
2019/6/1, 95, 61, 48, 2, 4, 4
2019/6/2, 98, 51, 37, 6, 3, 3
2019/6/3, 74, 63, 44, 7, 4, 4
2019/6/4, 107, 52, 43, 2, 4, 3
2019/6/5, 82, 47, 30, 6, 3, 3
2019/6/6, 74, 53, 37, 7, 4, 4
2019/6/7, 83, 56, 43, 4, 4, 4
2019/6/8, 87, 77, 54, 7, 7, 5
2019/6/9, 122, 59, 44, 6, 4, 4
2019/6/10, 106, 48, 44, 4, 3, 4
2019/6/11, 64, 45, 43, 4, 4, 4
2019/6/12, 52, 41, 36, 5, 5, 4
2019/6/13, 57, 45, 29, 3, 4, 3
2019/6/14, 45, 57, 36, 3, 4, 3
2019/6/15, 62, 64, 34, 4, 4, 4
2019/6/16, 76, 51, 23, 6, 3, 3
2019/6/17, 76, 57, 42, 8, 5, 4
2019/6/18, 89, 61, 38, 6, 4, 3
2019/6/19, 80, 40, 29, 4, 3, 3
2019/6/20, 64, 35, 36, 6, 4, 4
2019/6/21, 63, 55, 26, 13, 4, 5
2019/6/22, 99, 40, 29, 9, 3, 4
2019/6/23, 83, 40, 26, 9, 3, 4
2019/6/24, 71, 35, 27, 7, 3, 4
2019/6/25, 57, 34, 30, 3, 2, 3
2019/6/26, 60, 37, 37, 3, 3, 5
2019/6/27, 55, 39, 29, 4, 3, 3
2019/6/28, 45, 39, 26, 5, 7, 5
2019/6/29, 44, 32, 26, 2, 3, 6
2019/6/30, 29, 20, 21, 3, 3, 5
2019/1/1, 167, 107, 54, 21, 10, 2
2019/1/2, 172, 105, 34, 14, 7, 15
2019/1/3, 177, 108, 50, 13, 9, 
2019/1/4, 180, 111, 64, 15, 11, 
2019/1/5, 184, 125, 54, 14, 6, 
2019/1/6, 183, 126, 55, 17, 8, 
2019/1/7, 182, 112, 42, 16, 7, 
2019/1/8, 176, 102, 43, 14, 5, 8
2019/1/9, 169, 114, 44, 11, 5, 7
2019/1/10, 182, 120, 47, 11, 6, 7
2019/1/11, 181, 105, 42, 10, 4, 8
2019/1/12, 173, 102, 48, 10, 4, 5
2019/1/13, 170, 150, 54, 17, 10, 11
2019/1/14, 220, 116, 48, 10, 9, 7
2019/1/15, 190, 108, 53, 7, 8, 7
2019/1/16, 179, 111, 42, 7, 4, 7
2019/1/17, 183, 98, 35, 8, 3, 6
2019/1/18, 172, 103, 39, 10, 4, 8
2019/1/19, 176, 101, 40, 11, 4, 6
2019/1/20, 174, 111, 44, 12, 6, 8
2019/1/21, 175, 102, 40, 12, 5, 7
2019/1/22, 171, 94, 37, 11, 3, 6
2019/1/23, 166, 83, 31, 10, 4, 6
2019/1/24, 149, 64, 24, 8, 2, 5
2019/1/25, 114, 53, 24, 8, 2, 4
2019/1/26, 83, 64, 38, 7, 3, 4
2019/1/27, 114, 84, 24, 16, 3, 9
2019/1/28, 166, 78, 28, 13, 2, 7
2019/1/29, 155, 83, 37, 10, 6, 6
2019/1/30, 160, 82, 41, 11, 7, 5
2019/1/31, 157, 83, 38, 11, 7, 6
2019/2/1, 158, 85, 42, 11, 5, 6
2019/2/2, 157, 85, 58, 10, 9, 5
2019/2/3, 157, 87, 59, 12, 9, 6
2019/2/4, 156, 93, 46, 12, 7, 7
2019/2/5, 162, 93, 47, 13, 7, 7
2019/2/6, 160, 93, 37, 13, 5, 7
2019/2/7, 154, 74, 35, 7, 4, 6
2019/2/8, 147, 81, 25, 9, 3, 9
2019/2/9, 153, 85, 31, 7, 3, 10
2019/2/10, 156, 81, 34, 5, 3, 9
2019/2/11, 154, 85, 38, 7, 4, 8
2019/2/12, 152, 85, 48, 7, 6, 8
2019/2/13, 150, 88, 43, 10, 4, 10
2019/2/14, 156, 80, 41, 10, 3, 9
2019/2/15, 145, 61, 30, 8, 2, 7
2019/2/16, 107, 64, 26, 7, 2, 7
2019/2/17, 118, 55, 26, 5, 2, 8
2019/2/18, 99, 54, 26, 4, 3, 6
2019/2/19, 90, 53, 24, 5, 2, 6
2019/2/20, 83, 57, 29, 6, 2, 7
2019/2/21, 98, 63, 37, 7, 3, 8
2019/2/22, 105, 66, 35, 9, 3, 7
2019/2/23, 111, 68, 35, 9, 4, 7
2019/2/24, 108, 61, 21, 7, 2, 7
2019/2/25, 103, 47, 16, 4, 3, 6
2019/2/26, 74, 40, 16, 5, 3, 6
2019/2/27, 59, 44, 20, 4, 2, 7
2019/2/28, 65, 49, 21, 4, 2, 7
2019/3/1, 76, 46, 18, 4, 1, 6
2019/3/2, 74, 46, 19, 4, 2, 6
2019/3/3, 73, 47, 18, 4, 2, 7
2019/3/4, 75, 49, 18, 5, 3, 8
2019/3/5, 76, 54, 28, 2, 3, 5
2019/3/6, 87, 54, 28, 2, 2, 5
2019/3/7, 80, 42, 20, 3, 3, 5
2019/3/8, 57, 42, 21, 4, 3, 7
2019/3/9, 59, 37, 19, 3, 2, 5
2019/3/10, 50, 46, 20, 4, 2, 6
2019/3/11, 58, 53, 27, 4, 2, 6
2019/3/12, 69, 61, 28, 4, 2, 5
2019/3/13, 86, 61, 28, 6, 3, 7
2019/3/14, 105, 72, 31, 7, 4, 8
2019/3/15, 113, 64, 21, 7, 5, 8
2019/3/16, 93, 63, 27, 6, 2, 6
2019/3/17, 88, 51, 21, 7, 3, 5
2019/3/18, 69, 54, 25, 6, 4, 8
2019/3/19, 84, 49, 24, 5, 2, 8
2019/3/20, 75, 46, 23, 5, 2, 7
2019/3/21, 75, 47, 21, 5, 2, 7
2019/3/22, 75, 47, 27, 4, 2, 8
2019/3/23, 71, 41, 29, 3, 2, 6
2019/3/24, 61, 48, 30, 7, 4, 9
2019/3/25, 71, 41, 29, 3, 3, 7
2019/3/26, 63, 47, 29, 3, 2, 7
2019/3/27, 63, 57, 32, 4, 3, 7
2019/3/28, 77, 51, 25, 4, 3, 5
2019/3/29, 70, 42, 28, 2, 3, 6
2019/3/30, 66, 48, 30, 1, 3, 4
2019/3/31, 74, 55, 31, 2, 3, 5
2018/12/1, 154, 90, 46, 13, 8, 13
2018/12/2, 158, 84, 48, 10, 14, 10
2018/12/3, 159, 90, 47, 10, 15, 12
2018/12/4, 163, 93, 37, 9, 9, 11
2018/12/5, 168, 96, 33, 15, 5, 19
2018/12/6, 178, 104, 47, 9, 5, 14
2018/12/7, 175, 108, 49, 8, 14, 13
2018/12/8, 180, 109, 46, 7, 7, 15
2018/12/9, 181, 112, 49, 8, 4, 13
2018/12/10, 177, 103, 59, 5, 5, 12
2018/12/11, 169, , , , , 
2018/12/15, 168, 71, 36, 5, 5, 9
2018/12/16, 143, 18, 23, 1, 2, 5
2018/12/17, 47, 17, 19, 5, 2, 9
2018/12/18, 22, 32, 30, 9, 3, 5
2018/12/19, 48, 52, 30, 11, 8, 10
2018/12/20, 82, 67, 41, 12, 6, 11
2018/12/21, 129, 79, 49, 12, 9, 10
2018/12/22, 155, 80, 30, 10, 5, 5
2018/12/23, 164, 103, 50, 14, 8, 7
2018/12/24, 172, 91, 43, 12, 5, 8
2018/12/25, 166, 100, 43, 14, 5, 10
2018/12/26, 173, 95, 39, 15, 4, 11
2018/12/27, 170, 89, 33, 16, 4, 10
2018/12/28, 156, 97, 44, 15, 6, 11
2018/12/29, 173, 93, 52, 14, 9, 6
2018/12/30, 164, , , , , 
2024/12/31, , 92, 2, 11, 6, 7
2024/7/10, , 46, 1, 8, 4, 8
2024/4/2, , 26, 8, 2, 4, 4
2024/4/6, , 44, 10, 5, 4, 4
2024/4/12, , 58, 15, 6, 4, 4
2024/4/26, , 51, 8, 2, 5, 4
2024/5/3, , 42, 16, 11, 6, 6
2024/5/12, , 28, 18, 5, 4, 4
2024/1/26, , 84, 2, 11, 7, 
2024/2/24, , 47, 13, 4, 4, 4
2024/3/15, , 40, 9, 5, 4, 5
2023/11/18, , 51, 14, 6, 4, 5
2023/11/21, , 41, 16, 7, 4, 5
2023/11/26, , 76, 19, 8, 4, 5
2023/11/29, , 86, 22, 9, 3, 5
2023/11/30, , 83, 22, 8, 3, 5
2023/12/1, , 76, 17, 11, 4, 4
2023/12/2, , 65, 15, 7, 4, 3
2023/12/3, , 44, 15, 5, 4, 4
2023/12/4, , 22, 14, 4, 4, 5
2023/12/6, , 53, 16, 8, 1, 4
2023/12/13, , 86, 26, 9, 12, 5
2023/8/27, , 42, 16, 7, 8, 3
2023/4/2, , 31, 3, 5, 3, 4
2023/4/6, , 37, 3, 6, 5, 3
2023/4/10, , 65, 3, 5, 6, 4
2023/5/21, , 54, 3, 5, 3, 3
2022/10/23, , 54, 1, 4, 1, 2
2022/5/1, , 49, 6, 4, 4, 7
2021/2/18, , 77, 31, 7, 5, 5
2019/12/31, , 63, 34, 9, 6, 8
2020/1/21, , 72, 24, 8, 2, 6
2018/12/31, , 100, 61, 20, 14, 7
2018/11/30, , 90, 36, 16, 11, 14
2018/12/14, , 108, 51, 8, 11, 11
2021/2/11, , , 29, 10, 5, 6
2021/2/12, , , 26, 9, 4, 5
2021/2/13, , , 28, 7, 4, 4
2021/2/14, , , 24, 8, 4, 4
2021/2/15, , , 25, 10, 4, 6
2021/2/16, , , 31, 11, 5, 7
2021/2/17, , , 29, 7, 5, 6
